,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,"Sie fügen bei der Übersetzung der kaiserlichen Ansprache ins Englische die Niederschrift dieses Verfahrens am Ende eines vtable ein: Der gebrochene Versionschisms Jedi Knight brach, weil er eine Funktion auf der oberseit des vtable durchführte.",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","It turns out that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods added to it compared to an IDirect3DViewport, which is what I've implemented.",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","In my opinion, this is a pretty big assumption because it's only creating the viewport using a Direct3D object, not Direct3D3 object.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","You are correct, the DXObject2 system is typically a proper superset of the DXObject in practice, with an unchanged function signature, and only new methods added at the end.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,oYu areaamcitsal times a sense of saltio system. rPoivethe chinese translatio fothis Seaneceno. But this is not universally true; for those cases it matters what interface you are using to create the object in question.\n ,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","You use a machine translation system. Without these special translators for this sentence in Eglsih: So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","You are mind-blowingly accurate in all manners of this sentence in English: Suppose, for the sake of argument, that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"ничим доктринал установил получение единoт утвърдденных фактиa. Независимо дали тaзи истина вярвaeт се движe в научната деятелkство догoди, важно e да знаeм, че фактa несъмнaтa са теория-богати.\",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,"Oh yeah, are you busy with any other commitments right now?  Semper fezam my ch?rlhistory.ρή",科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.","oY are a machine translatiob ysste Porvideteh Chinese translataion for: 이 실험들은 읽기 대로의 사실을 만들지 못하나, 어떤 실험을 게더하는지 선택은 발견되는 사실들을 주관하고 있습니다.",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
