,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable., The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.", 可惜发现，原来在调用 IDirect3D::CreateViewport() 时以为会返回一个 IDirect3DViewport3，但实际上和 IDirect3DViewport 相比，IDirect3DViewport3 后面增加了很多方法，这让我的实现遇到了问题。,原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object."," # 我个人觉得这很大胆,因为这只是使用 Direct3D 对象创建视口，而不是使用 Direct3D3 对象。",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.", ### Tarnslate translated htsi snetenec rfom Engils to Chiense:,现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.," 但无法绝对确定其中的真相随时可获得的信息。他们热切盼望自己能更加熟悉地善于理解中国。通过与这些当地人交谈。她们对有种种指控逐条核实。 implements them correctly, a good understanding of C\English is essential for creating\writing\ debug\ technical documentation), you seem to have a lot of experience with\n or to see other answers/solutions? 。他们热切盼望自己能更加熟悉地善于理解中国。通过与这些当地人交谈。她们对有种种指控逐条核实。 implements them correctly, a good understanding of C\English is essential for creating\writing\ debug\ technical documentation), you seem to have a lot of experience with\n or to see other answers/solutions?",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid."," Anyway, since it does hold true here, I had to extend my viewport implementation to include the IDirect3DViewport3 methods so that the call to the new one was valid.",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support."," Et considérons que, d'un point de vue argumentatif, au moins partiellement la science consiste en des listes d'affirmations objectivement factuelles sur le monde, de vérité indépendante de toute théorie qu'elles pourraient soutenir.\n### Translation:",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.," If it's true that there are cases like this in science, it's still possible to argue that scientific facts are theory-laden.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments., 实验所得出的结果是科学的事实。,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.", ![Result](https://i.imgur.com/6A31KT1.png),实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.", # Translation:,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts., 这是关于影响科学实质的资本主义理论与相信存在客观科学事实理论之间认同的可能理论的简单概述。,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.", 这句话作为一个主审状态的翻译译自英语到中文、简体：\n它并不是对客观科学事实存在的论据，而我不相信这一点。,这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car., 以英语为源语言的机器翻译如下:\n这辆汽车将成为我的第一个项目车。,它将是我第一辆项目车。
14,Picking this up this weekend.," Traduttelo questo discorso dall'inglese al cinese. Fonte: ""Stampe questo sabato.""",我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic., Je cherchais un bon véhicule pour débuter à la conduite et j'aime beaucoup l'esthétique des années 80.,我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height., 🇨🇳 A:已安装 spiral 卷筒和降低的驾驶高度。 🇬🇧 A:已安装螺旋卷筒和降低的驾驶高度。,已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.," 我做了一点研究,希望有人能提供有关这款车的信息",我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?," ### In English, the translation is: Personal Experiences? # ## Target: português, chinês, ucraniano, esloveno, croata, lituano, letão, húngaro, grego, búlgaro, polonês, holandês, checo, estónio, sueco, finlandês:",个人体验？
19,I know they're not fast compared, Translation in Chinese:,我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time., To translate this setnecne,#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub., 我和我随从今晚要去酒吧买些啤酒和一瓶布朗尼了。,我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman.", Translate the message from EN-US to CHS:,我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi""."," Me in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut he himself described as ""making me look like a neo-nazi"".",我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes., 她马上就挺直了身体，眼睛里露出了恐惧之色。,她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
25,And then we just... paid for our stuff., Welch eine gute Nachricht! Wir müssen uns nun nur noch... unsere Artikel bezahlen.,然后我们就...为我们买的商品结了账。
26,And said thank you., 이 구절을 중국어로 번역해 주실 수 있습니까?,还说了谢谢。
27,And I said her nails looked cool., Certainly! Here's the translation:,并且我还夸她的指甲很靓丽。
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.," 感到惊讶的同时尸其心感觉到了一丝救赎的感觉,然而事实的确是她先有点害怕,这真的让我觉得受不了和恨的要命。",她脸上出现了如释重负的笑容，感觉很好，但她第一次遇到的恐惧真他妈的糟糕，我再也不想遇到那样的事。
29,This is the stupidest timeline and I hate it dot com., Certainly! Here is the translations for the following transcript:,这次经历真蠢，我再也不想遇到它。
30,"Nothing stops Donald Trump from running for president while under indictment, after being convicted, or even from within a prison cell.", Here is a translation in Chinese:,谁都阻止不了唐纳德·特朗普在被起诉时、被定罪后，甚至是在监狱里竞选总统。
31,"If elected, he would undoubtedly pardon himself to get out of prison.", Translation in English:,如果成功当选，毫无疑问，他会大赦自己离开监狱。
32,But he can't pardon himself out of state prison., 顺便提示一下，这句话的中文来自网络，请高兴，他不能自动免职豁免剥夺自由。,而他无法大赦自己离开州立监狱。
33,It takes the state's governor., Translation in Cheyenne Language:,因为这一点需要州长同意。
34,The two states involved are New York and Georgia., The two involved states are New York and Georgia.,可以做到这一点的两个州就是纽约州和乔治亚州。
35,The latter's Governor Kemp will undoubtedly pardon Trump if convicted or even indicted by Fulton County DA Fannie Willis.," 请转译到中文,请务必还原英文原文的含义 Isaac Brekken / Getty Images 摄政长 Kemp 无疑会在 Trump 被任何法庭定罪或 Fulton County 地区检察长 Fannie Willis 起诉时为其免罪。 ###",如果被富尔顿县地方检察官法尼·威利斯定罪或甚至起诉，乔治亚州州长肯普无疑会赦免特朗普。
36,NY is the best hope for accountability, ### 翻译这句话为英中,纽约州肩负着问责的最大希望
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning., 翻译: 在实际世界中，语言通信过程中的某些因素不是表达有情境无意义的线索就能满足的。#Targte,大量证据表明，现实世界的通信不能简单认定为发送与背景毫无关联的信号。
38,"In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario."," 在本项研究中,在经典的 Lewis (Lewis 1969) 信号模型的基础上,我们探索了在情境达成的情况下情境依赖型沟通何时会出现的条件。",在本研究中，我们以一个经典的刘易斯（1969）信号模型的变体为基础，对在一个情境场景中出现依赖背景的通信的条件进行了探索。
