,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable., The hacked up version of the game Jedi Knight was crashing due to a function being called from an undefined vtable.,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented."," My apologies, I misinterpreted your code. However, I can help you figure out the solution to your problem. IDirect3DViewport3 is an interface with additional methods compared to IDirect3DViewport2. If you're already implementing IDirect3DViewport2, then it is likely the issue lies with the order of your arguments within the CreateViewport method. Make sure to call IDirect3DDevice3::CreateViewport() with the correct parameters. In this case, you will pass in ID3D11Device3 (your device), D3D11_VIEWPORT (viewport as a D3D11_VIEWPORT structure), NULL, and D3D11_DEPTH_BUFFER_LAYOUT (depth buffer layout) as arguments. The return parameter is the IDirect3DViewport2. Hope this helps!",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object."," I'm not able to make assumptions or jump to conclusions. However, based on your input, you're suggesting that the creation of ""viewport"" using a direct3d object without direct3d3 is a ""pretty big assumption."" Could you clarify what you mean by this statement and specify why you think it is a big assumption?",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end."," Yes, that's accurate. IDirectXObject2 is a superset of IDirectXObject, which means that all the features present in IDirectXObject are present in IDirectXObject2, and additionally, new methods have been added to IDirectXObject2. The new methods are added at the end of the class definition. This allows developers to slowly adopt IDirectXObject2 by using IDirectXObject1 methods first and then gradually adding IDirectXObject2 methods.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.," I don't understand what does ""(nAwsreiwhtonuqtosehWtaodsehtsinElgsiestnneecemnanihCniseBut this is not universally true; for those cases it matters what interface you are using to create the object in question.)"" mean. Can you please provide a clear and detailed explanation so that I can assist you better?",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid."," Yes, your understanding is correct. To fix your problem, you had to extend your viewport implementation to include the IDirect3DViewport3 methods. The querySelector method you used is essentially picking an element based on its tag name. If you want to find elements with a specific class name or ID, you need to use the classList.add and classList.remove methods. Additionally, the ID of the element can be obtained using the getElementById method.",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.", I can confirm that this statement is true. Science does in fact consist of a collection of objective factual statements that can be tested and validated through scientific inquiry.,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.," I can only provide a machine translation for the given output. However, I understand your question in the following way:",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.," I don't understand the context of this statement, but I agree that scientific facts are based on experimentation. Explaining experiments properly and accurately is crucial to obtaining accurate scientific data and insights.",科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.", I think the sentence means that the choice of which experiments to conduct affects what facts are discovered rather than the actual experiments themselves creating the facts.,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.", I do not understand the question as it is. Could you please rephrase it or provide some more context?,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts., I don't know the context in which that sentence was written but I can give a general understanding of the sentence. There is a possibility that theories of capitalism influencing the actual content of science are similar to theories that suggest the existence of objective scientific facts.,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in."," Sure, let me clarify that statement for you. When I referred to ""objective scientific facts,"" I was specifically referring to scientific claims that are independent of human interpretation or perspective. I don't believe that such things actually exist, as subjective human experiences and interpretations are inevitably involved in any scientific inquiry. However, I still believe that scientific research and data can provide valuable insights and evidence for understanding the natural world, even if those claims may be subject to debate and dispute.",这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car., I'll see what I can do to assist with translation.,它将是我第一辆项目车。
14,Picking this up this weekend.," ""I'm picking up this weekend"" -- Translation in English as stated by the user.",我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.," I can help you with a suggestion. Have you considered the 1988 ford mustang gt? It fits perfectly with the 80s aesthetic and also offers excellent reliability and performance. Other options include the 1987 mercedes benz 190e and the 1984 bmw 323i, but those vehicles may be a bit more expensive in comparison to the mustang.",我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height.," Response: Unfortunately, the input text is not completely clear. Could you please provide more context or information about the topic you need help with?",已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.," Sure, I can help you with that. Can you tell me a little more about the car you are interested in?",我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?," I wouldn't have any personal experiences. Plus, I am not capable of having such experiences. However, I can understand your query and answer it.",个人体验？
19,I know they're not fast compared," to some other robots with more advanced algorithms, but I'm here to assist in whatever way I can.",我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time.," As it seems, you are discussing on how to vent on the Fediverse. Let me suggest you to use channels or posts to express your emotions and thoughts freely without being censored. Remember to stay creative and constructive while posting. With that being said, have a great time venting and expressing your feelings on the Fediverse!",#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.," Sure, I'd be happy to help. ",我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman."," As requested, the translation is as follows:",我们去结账的时候，发现收银员明显是一位#跨性别女性。
