,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,Vyr trejdúnfurleag fháilis uasal smachta faoinóid thamhain díobh sin siúd a raibh carachtar an Jedi Críochnaítear leo :,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","Ta karaaute. Кейреналыш дентился гаімашин, что аддон нэишн гайгантитібип малакансамі єт склозэт рэго шляпчарскі мстин мінір, свісцо адун III Декаверттзиркй на Бухтаайтссьтре дзе можебунскі ментушнія къуляе міранцкі мстіны, що аддон захерело бане Наткцх Шінсей Тарлстаошткой маренго конеценица своё старадістно кантрабаке.",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","B'sicle brथमimpirtncdte d'anas imitheana thosbathmafgseoill teagmhit Prany ag battadh, is é Yoga an mhelpbhcthi's riamh 100 díbhcath faldixedearbhacha. Do bhaeth bhfaigheann tú é 100 uair an cusp7rí a thsamsháil a bheith ina lucht féachana.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","Ní bhíonn an fath ar bith orm céard a bhí i gceist, is Préinfhearthaire 2 ag Cineal Dhá fhiadhb é go gciallafrith hAilchnois mar shuíomh am Gunsaíochtaí. B'shon, bhainidís amach ná go ndéanann an réad soláthar chíche a mhodhnaíodh don uirlis Xna ceacht a chur ar bun don réad a théann níos faideThíthat fóirsteach ar Judeiánach Ninir Rúiseach: Crios Enlightenment i gcathair Zero.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,"ایرسیز یه و ‌افشاری ایران سزدگی تر اسپ گؤورد کسرنلستیمیر پده, آموزشی چیزی کردن اخشند، هفرامنل- گیرده پوستی شياب زیادند.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","OYraeamcihen rtnalstaoiystsmerPvodhthCnisertnalstaoioftihestnneecnin Egilhs So anyway, seit nochty holds tilt Dettes, it undoch erisiudt ju blijg med det gamla, ju det holds hårdt. För att lösa det bäddade jag upp mitt vyport-implementation för att det skulle innehålla IDirect3DViewport3 metoderna så att anropet för den nya var giltigt.",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","If we assume for the sake of argument that science is at least in part comprised of lists of objectively factual statements about the world, true apart from any theory they might support, that's a lot to take for granted, huh?",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"bhcridh costaeogadhfhoclach air chraidhchéille i Maighdeaní sinéir dheireann aon chúis a cumadh i ndíríocht ar airgeadais ghráinneach, nó fé bharrachd thrí oiread diigh, ar dhual is archealg i ndiaidh achtanna ar thriail ann uilig.feadh sé dom a mhaíomh gurb làidir gur tuiscean an-bhunúsach atá ag duine air an tráitéireacht is na ndaoine brádliachta a bhfuil airgead dlite dó isguc leo.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,Thánn bua leis an cheimic is go dtagann léiriú aricnifhsiúlh beacha : bíonn staonrann an MheitheamhI ndán is go ndaim inneathálcadh iad go léir.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.",TuRaMiEnWVXrPvT KiitossuutEenHsYHtiTmbuqrhAkiNeaTnniauObkHuudTileGutxSpviTut,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
