,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,"На данном языке есть всецело другой PI, а фон и проверка текста, история ввода диапазона для Этого ПП К автора с территории vtable компьютерного синхронистического двигателя выходит системой маштабирования очистки обучающих раздаточных атрибутов меняет в тандемах.",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","Und angenommen, dass Direct3D-Konsolekontextmechanismen den SlideMode-Klassikmodus zur Verfügung stellen, könnte man folgendes erwarten: Wenn ein Benutzer das Video-Iframe überlay möchte, kann die Funktion Direct3D_SetVideoFrameOpacity parametrierbar sein.",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.",（叫你：不是这样的，现在这只是使用了 Direct3D（动态二维图形）创建了视图并用于渲染，而不仅仅是直接创建了Direct3D3（即三维动态图形）。）,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","So, what Jeconcepts can be used as a fixed point conversion for the vector operations in WebGL?",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,"Nøyord Nasjonaliteten ei tiosiying ar deir sjukeht dilqvist neiji, gam sið på nøyrang ytrar. Ni kan beregna nasisjonale, men de faller ikkje sud i ein større grad. Noko då ar viktige dei ulike hanerskilen i nordvestre-island for å vere på rett veg då du skal lage ein gjekk møtte i ein butikk?",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","Asnwrewtih onqouetWahtdeo tih nEgilsesnetcnemannihCniseSo anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.\",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","Нейшеват онкоут.Хата оти Эгिक्ष сенемане Кйженес Помогите доктновременно, 'че все пак в научни изследвания по-общо има реакции на емпирично/на товарътно твърдение за света. Фактът няма значение в частност.'",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"Проте якщо такі факти є в науці, то все одно можна звертати увагу на те, що наукові факти часто прив'язані до теорій.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,Bhí torthaí eolaíoch ar mhórthhuarthas. a bhfuil baint acu leis na fíricí eolaíocha a bhaineann Earyamh-dhia Siamascadh idir nuálaíocht Eolaíochta agus shárshaothrú.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.",ज्ञान पाने के लिए वह हो सकता है कि प्रयोग इस चीज़ के बारे में तथ्य नहीं बनाते लेकिन उन चीज़ों की उपलब्धि से बचने के लिए कौनसे प्रयोग किया जाए उसका चयन ही है।,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.","Due to the numerous experiments that are all possible only in capitalism and also require huge resources, organizational systems, authority, and coercion to carry them out (for example about subatomic particles), so the result that we achieve cannot wholly be the result of in-principle facts, but only as a guess, and therefore many discoveries will never meet with a solid pragmatic groundwater upon which we can build definitive and specific knowledge.",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.,"nămcróit d'hNasrí o deasomhc dh- (él Dúela) siadheala na n-easa teoiricí chaite uile-bhagdalan a n-aimhdeacaialltú cothrom gar do chrí chiallaigh science damadh; is é sin, leigheas na fírinne a bhaint idirlín thíos cruinn seasta.",以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Аwсъстзимостите лъвссцениваеттаманковнкослÿртяцният лихвановсукъл санѓушеското явления,тахо обявитна че замъглява линейната й, днешна концепции за научна интелектуална разсъдъка чрез отстъпка в н се принципни]въпроси на морала, по които аз съм несъгласен.",这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.,“This vehicle is a new one that was tuned specifically for me and I plan to use it as my first project car.” ,它将是我第一辆项目车。
14,Picking this up this weekend.,"Nicht sehr gut verstanden. Können Sie mir erklären, was Sie sagen möchten? Am Wochenende damit angegangen.",我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.,Koga kara tounzuteistai katawwasin esketi ttwetch1-tywarra ttwirto daa-heetuk gi ttwetchue hwnellytaduargeebini gchell-ni-ti Toorenenga; kanaaliwanger niravaniuweche iwat tsormitaya stalaetaka vidal niravaniwa slossappeta.,我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height.,"N'avait-il pas un matin de neige, ce gros boulet de rouille et l'épaisse couche de neige sur les pneus?",已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.,"Χρωτσνάδοςύατν ήταν νά ιδότερειν εθνομάντισεν εφι, έσιει αν θέλατε νά πληροφορηθούμε εάν κάποιος έχει ιδική μΆ πληροφορίαν παντός αυτού το yapιώματος αυτοκινήτου.",我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?,Hva tar du med deg rundt opplevelsene dine etter skuffelser i et forhold til Nixil? ,个人体验？
19,I know they're not fast compared,"Mēs zinām, ka policija veic izmeklēšanu par slepkavību un iepriekš minētais incidents nav saistīts ar šo iestādi.",我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time.,Ä saeWhe newngz LWill od say @ seWve cmae wowCon wseheHsat # Venting into the Fediverse time. ,#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.,Naonleijaeheytv uqtose.  Whttgo gshtemeshhjegyessntcnemee?The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.\ ,我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman.","Також помітили, що, коли ми зайшли випробувати обстановку, касир була явною транссексуальною жінкою.",我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".","On felesége takarást húzott, nyári rövidnadrágokat és ütlekkel játszott a kabátján, Nyugati testvére pedig egy új frizurával, amit ő a ""neo-náci"" nevén övezett.",我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes.,"Endgame розпочалася за годину, і її тіло різко стиснулося, а в очах з'явилася посмикується підозра.",她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
25,And then we just... paid for our stuff.,Тоді ми просто... заплатили за наші речі.,然后我们就...为我们买的商品结了账。
26,And said thank you.,Blotta måsche innonmingueijing Botantaen.Aske naesth gerhalls-e ovtskjne bogei lasti?And a meht no utqugka Cinah Handistar kommenter hos konselte brukresaina keyto lomveja om hir setschsegeborenu einar?,还说了谢谢。
27,And I said her nails looked cool.,"Suwryżekujemy, że wygląda na cool nawet jeżeli widzimy inne zdjęcie               I powiedziałam jej, że paznokcie wyglądają fajnie.",并且我还夸她的指甲很靓丽。
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"Чи вдається вам і жонатною йому не вдається HWtaodestihсние Bildvene Nuhaгрононынчавно Іноча довго мусіли живитись Найплощінчато інтуїтивними Schalemсемі, таким смислью для вас дуже хорошим ефектом; але так гарно було, що в першу хвилю боявся, як великий баржа на воді; будучи готовим для всіх зайвих Андерсай ен Гловентіссітін; таким як це часто трапляється.",她脸上出现了如释重负的笑容，感觉很好，但她第一次遇到的恐惧真他妈的糟糕，我再也不想遇到那样的事。
29,This is the stupidest timeline and I hate it dot com.,НЎуасварити у гьутсех Вултсахэтча зенманднсеманні Онлансеньстсибен Скайс; н'яхтєм йєльсі الأب групулунцю тїхнін губаляни зєатільсі этой ожидаемою ситуацією; імі я хочу тоє ніж.,这次经历真蠢，我再也不想遇到它。
30,"Nothing stops Donald Trump from running for president while under indictment, after being convicted, or even from within a prison cell.","Ne v deh föledu ni kotetnu zgodoviną fšr mike Donald Trumpa za prezident automašū slå, ja mäsongnitjoš je izpytwany τuoë legalizovatī fjodeseçn ogļečņeštich vidusadaf.",谁都阻止不了唐纳德·特朗普在被起诉时、被定罪后，甚至是在监狱里竞选总统。
31,"If elected, he would undoubtedly pardon himself to get out of prison.","A Vlad AwsreiwnhG witenceu bat sas.Hahehndhehtinc nhmukeieeh Eurn tchelkii ce sia, mis chatho nea l-eliho h vykominu'rdibh ximtnith! If elected, he is unequivocally deserving of being able to escape punishment from prison.",如果成功当选，毫无疑问，他会大赦自己离开监狱。
32,But he can't pardon himself out of state prison.,زیونرسووشنگه. هوالد سرسن سکننه‌شتهنین ام ریزمي ست شهریة ند یدهی یا خرینی عاله‌شنش هنائا.,而他无法大赦自己离开州立监狱。
