,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.," In the code provided, ""hacked up version of Jedi Knight"" may refer to an altered version of the game created by an unauthorized party. The crashing issue was caused by a function that was being called after the end of the function's vtable, which is a structure used by the operating system to manage function pointers in an object-oriented program. This resulted in an undefined behavior and caused the program to crash. A fix may involve ensuring that function calls are properly restricted to the beginning of the vtable or providing additional handling in the code to handle the unexpected function call. However, without access to the specific code and architecture, it is difficult to provide a more detailed fix.",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented."," I am not able to access the complete context and purpose of your task, but as per the provided information, it seems that you are dealing with an issue related to the implementation of IDirect3DViewport3 methods. The solution might involve researching the requirements and specifying the methods that need to be implemented.",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object."," Based on the context and the meaning of the words used, the sentence seems to state that the statement mentioned seems like a pretty big assumption because it only creates the viewport using a Direct3D object but not a Direct3D3 object.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end."," Yes, that is correct. In practice, the primary changes to IDirectXObject2 compared to IDirectXObject are that the latter does not support direct3d12, and has different (but backwards compatible) function signatures for a few methods in the d3d12extended object model.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,"#rTnasalet htiestnneecrfomEnlgsiot hCniseeoSruec:\nIn general, it is more efficient to make Lists in Memory, not on Disk, but this is not universally true. It depends on the specific use case and the other factors involved.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid."," Upon further review of your request, it appears that you are seeking information on how to fix an issue with your viewport implementation in a Direct3D application. To address the issue, you had to extend your viewport implementation and include the necessary IDirect3DViewport3 methods to allow for a valid call to the new one. If you need further assistance, please provide more details or clarify the issue you are experiencing.",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support."," #TarsnalthtsiestnecinfronolledudesigncSihtdestMiciawrtsfinrawnnewdanfromorC]]"" data-oc=""center"">",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden., Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments., Scientific data is based on experimentation.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered."," Absolutely! To translate the sentence into English, let's rewrite it like this: ""The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.""",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise."," The facts about subatomic particles are only obtained through experiments which are only possible under capitalism due to the requirements for resources, organization and coercion needed. Please provide further information or clarify your query.",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
