,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,[Translate the sentence from English to Czech:] Hned potom jak byl hacknutý Žandíř Jedi zavíral volbu a přerušíval funkce v rámci tzv. návratu do počáteční polohy.,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","### 英文原文：\nFound out it was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.\n## 翻译：\n意外发现，此处的IDirect3D::CreateViewport()函数假设将返回一个IDirect3DViewport3，但这个IDirect3DViewport3表示的边界域功能不包含，相比于未针对IDirect3DViewport添加面向的相关方法，这些功能也被我所使用的实现当中运用的。",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","### Translate sentence from English to Czech / Sa reported instants,Source:\nRozhodně je to pro mě značná domněnka, protože vytváření okna pomocí Direct3D objektu znamená pouze použití objektu Direct3D3, nikoliv objektu Direct3D.\nTo je vlastně vyloučeno kvůli tomuto chybovému řádku dirext3d.anulovany. *.itema.no buffer, který vede do scrubu 100% vývoje.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.",### 请将这段中文翻译：如果按照实际情况来讲，IDirectXObject2通常是IDirectXObject的一个较完整的超类，缺省情况下没有更改的函数文本，却第一次编写时会被强制填充到拥有缺省函数文本的新方法中。,现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,但是，这并不是始终正确的；对于这些情况，影响是在创造关于指控对象的物体的界面上有哪个界面您在使用。,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","### Przelat przetlumaczenie tej frazy z ang. na Chrnes in: Tak zawsze, ponieważ w tym miejscu ma to zastosowanie, musialem wydłużyć implementację wyświetlacza równoległego zawartośc do metod IDirect3DViewport3, aby zgłoszenie wywołania nowej metody było zgodne.\### Ciecel: ",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.",### 译出该句，以中文传达：假设为了论证片面，在支持任何理论的开端，科学至少是描述世界客观真理的列表的一部分。,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,（这个句子没有翻译成中文）尽管这类事实确实存在于科学的世界中，但仍然观点有截然不同的观点，而这些观点名称是基于理论的。,即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,## 科学事实来自实验。.\n## 目标：,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.",## 翻译本句：实验不创造关于本阅读的事实，而是选择哪一项实验将控制正确发现的事实。,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.","Niektóre fakty, np. o cząstkach subatomowych, wynikają tylko z eksperymentów, które same w sobie są bardziej możliwe w kapitalizmie, ponieważ wymagają zbyt wielkiej ilości zasobów, zbyt wiele organizowania i zbyt dyskryminującego działania.",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.,"### ch. t-quote: \Biw diese kurz gehaltene Skizze eines plausiblen Arguments von, dass Theorien des Kapitalismus den tatsächlichen Inhalt der Wissenschaft beeinflussen, sind Theorien die die Existenz objektiver wissenschaftlicher Fakten behaupten, mit den Theorien übereinzustimmen.",以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","###确保翻译的句子从英文到中文, 首先，确保句子一词的意思不变，翻译后不应该提供支持者的观点，无法得到想信看到，奉献宝玉的价值。",这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.,### 翻譯句子：將我第一輛車做成工程車）。,它将是我第一辆项目车。
14,Picking this up this weekend.,"Po tym, jak będę o tym przypominać w nadchodzącym tygodniu (niedziela).",我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.,"### Úplná překlad fráze z anglické do čínštiny:\n“Jsem hledal dobré první auto-kamaráda, a jsem opravdu ochromen estetikou 80. let.”",我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height.,## 从英语修改为中文，或译：\nArmored vehicle already has fluid trailer over-speed and lowered ride height.\n### 目标：,已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.,关于这辆汽车，我已经做了一些调查，但我希望得到相关信息，划掉。,我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?,##rTanlsate thsi sentekne from English 到中文来源：个人经验？### 目标：,个人体验？
19,I know they're not fast compared,### 翻译本信件（中文版本）给译者霜儿ec:我知道它们不能时效（compared to）英标rier精品创作except飞速 microbiom家具设计德标次表不过 ,我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time.,为Fediverse引入时间（轻量级操作系统）,#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.," ### 翻译这句英文话，许多人都觉得它只是在一边瞧一边体验 和 ，连自己心目中的查询也结 合成两行。这是个看山好谷的东网红吧。### 输出结果：spi，LB机1, （dengzhongrundao）LB机, etin:扳机机.",我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman.","### Przekladz: Kiedy udaliśmy się na kontrolę, kasjerka jest całkiem oczywistą ""trans-kobietą""",我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".",关于这个句子，从英语转成中文，原文如下：\nMe (80s Alice Matchlessan)在短裤和一只胡子老婆的办公室里，所有衣服都被褥子打破，而且他自己把剃须后的头发称为“让我看起来像纳粹分子”。,我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes.,"### Translate this sentence in Czech to science, Text: Její tělo se okamžitě napjalo a v očích ucítil úšklebek strachu.",她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
25,And then we just... paid for our stuff.,"### Â寐 translation itself from English into Chinese引用""和（我们）只是付钱付钱付钱以买了我们想要的一切。""",然后我们就...为我们买的商品结了账。
26,And said thank you.,### 翻译这个短语从英语到中文，译为来源：And said thank you.,还说了谢谢。
27,And I said her nails looked cool.,### 翻译这个句子英文版到中文,并且我还夸她的指甲很靓丽。
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,原文：虽然她脸上流露出的满足微笑让他们非常地愉快，唯独害怕是潦草的事实与我淘汰了。,她脸上出现了如释重负的笑容，感觉很好，但她第一次遇到的恐惧真他妈的糟糕，我再也不想遇到那样的事。
29,This is the stupidest timeline and I hate it dot com.,这个是最蠢的时间线，我讨厌它 dot com。,这次经历真蠢，我再也不想遇到它。
30,"Nothing stops Donald Trump from running for president while under indictment, after being convicted, or even from within a prison cell.",如果没有犯罪、被起诉或在监狱里，唐纳德·特朗普不止一次地有权竞选总统。,谁都阻止不了唐纳德·特朗普在被起诉时、被定罪后，甚至是在监狱里竞选总统。
31,"If elected, he would undoubtedly pardon himself to get out of prison.",### Transliace this Czech sentence from English to Czech:,如果成功当选，毫无疑问，他会大赦自己离开监狱。
32,But he can't pardon himself out of state prison.,### 译: 하지만 他在未刑满的情况下，就不能宽恕自己。,而他无法大赦自己离开州立监狱。
33,It takes the state's governor.,在这种情况下，州长是关键人物：,因为这一点需要州长同意。
34,The two states involved are New York and Georgia.,该句英文颠倒，将节面译为中文，原文：两个国家是纽约和佐治亚。,可以做到这一点的两个州就是纽约州和乔治亚州。
35,The latter's Governor Kemp will undoubtedly pardon Trump if convicted or even indicted by Fulton County DA Fannie Willis.,以上几款游戏的竞技场的基本游戏规则，您可以通过RN或变量调用，就直接输出即可：资源：软件 attentate资源,如果被富尔顿县地方检察官法尼·威利斯定罪或甚至起诉，乔治亚州州长肯普无疑会赦免特朗普。
36,NY is the best hope for accountability,对，纽约是追责的最佳希望，（纽约之所以名正言顺，正是因为）\nNY is the best hope for accountability\,纽约州肩负着问责的最大希望
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,这段成语来自英语，意思是：会言语交流的存在确实无法完全在与上下文无关的信息传递上进行缩减，）,大量证据表明，现实世界的通信不能简单认定为发送与背景毫无关联的信号。
38,"In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario.","### Vrvime a insint liuka IStNeesne coratacnu bhuange teanga O tSínise Bunaithe air iontráilis bunaithe ar ionaid ( Lewis , 1969) Muc bealach, inar éarlaí cruth ar bhonn iontráil bogemenach, bailíonn Nass faoi thodhchaí go caiteach agus ansin forbraíonn sé De réir Tairsíos Shláinte clriais i dtaca leis sin agus taispromhtar ar chóir seilbh a chur air i dtaobh gach cur síos a dhéanamh ar thaithí Nós, ar ábhar deimhin (ar a dtugtar Sapróbóir Clíron freisin) plán-ghreatha agus beidh tuiscint Shanghaíoch aige sé, é a chur in Uí bhiontraíochta de réir Tomhais faoi Fhionnuisce agus beidh sé ina chomharsa aige teach San Charbel nó féithleoga san Orasia eile a chuirfeadh an t-atmaisféar ceart air gach lá (léigear crua agus dhrochaim théamaí ) agus d'aistomhódh sé é.",在本研究中，我们以一个经典的刘易斯（1969）信号模型的变体为基础，对在一个情境场景中出现依赖背景的通信的条件进行了探索。
39,"In particular, we demonstrate that pressure to minimise the vocabulary size is sufficient for such emergence.",首先，我們證明在減少詞彙體積的壓力下，該類型的突變則足以發生。,特别地，我们通过证据证实，对于此现象的出现，最小化词汇量的压力就已足够。
