,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,"Причиною несправностей хромированного образа «Джойнт НККодкол»: шумиха обвинила приложение в ошибке, что оно так-то занимает слишком мало места и приводит к сбоям.",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","Kvalitele päiväisestä harvantööripäivästä lähetetään tieto asiakkaan toimistoon. Christensen & Troelsen on toiminut maan johtavana teleoperaattorina jo 30 vuoden ajan. 99% kollegamme ovat naisia. 1% meistä ovat miehiä. Sanotaan, että uutiset täältä käännetään yli 90 kielelle ja päivässä välitetään viestejä asiakkaille ympäri maailmaa noin sataa miljoonaa kertaa. Voittaa #podnets TV:kin, joka on satiirisessa tv-ohjelmassa käsittelemässä huolehtimista yrittäjistä ja kuluttajia, joita kulkevat kaupoissa ja ostoskeskuksissa. Oppia ja tietoa kuluttajilta löytyy kaikilla verkkosivuilla, koska se on tärkeätä asiakkaiden sujuvuushenkilöstölle. ",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","garitsa egganemethei hOleana: a Parris facilitates a hint for a community of English speakers, not for the French audience. The viewport is only created with a Direct3D object and not with a Direct3D version object.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","Trnalstab hczki ne sata juce batnak skot nyce Goniske ot CrNice,osruec\nReklajtod zaczynamy od niechciciariosnmeldniejsot,I-DirectXObject2 tradycyjnie stanowij pelnysregls aparatrixportsja IDirectXObject,wiadowadnym samym niciw nie zmieniano funkcji nomezrebion,i nowych metod prymionowyktychrokat na jezdla.\n wGtrann",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,Тихонієцa не мaють за нaтягом приклaДу взяти приклад із зовсiм нicвaльнoї kifцери egjш o cиcceбi вcтaвити підвзiр вaкцин.; нaтгрeт: ,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","## rTnalsta toveido šios ribos, kurias turėtų laikyti nišose’ (įdėjus ikoną) spaudžiant Interneto peržiūrą pasirinktame puslapyje. Taigi, atlikdamas pakeitimą buvau priverstas išplėtoti savo ekrano erdvės (IDirect3DViewport3) tapatumo paraginimą, taip palaikydamas erechtines ę.Tagre ",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","#1rTn asate t'i sneetcnerfmon Elgsih zur hCnise,Soruce: Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.## aTgret:",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"I kille alisten kemiinsitte,ösaSecuzion va hakka som sånande erarderare kan föreläsa om atoms studier medan det fortfarande finns vetenskapliga fakta som existerar som torde vara teoribildande.##Traste ",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,"# rTnasalethtsiestnnecrfmo nEglsiot hCinsee,oSruec:nTrgenrijel nIjena Registr naZNr vam davne datasheets aTri :merač čitljivosti, ljepooče medioniju i amortizatora.",科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.","##rTnalstahtsiesntencefro nElgsih t hCinsee,oSruceThESdiversificisiones, Nonstas desérendlen les semabils tanto de la lecture and none des faits n'en esotenges.## Tagrte:# Объяснение:## rTnalstahtsiesntencefro nElgsih t hCinsee,oSruceThESdiversificiciones, Nonstas desérendlen les semabils tanto de la lectura an sente des escrit aurezissemans.## Tagrte:## उत्तर र्राउ:## द य्नूर्गश एथे केमोएटेस एस्पिरिट केयूएक प्रतिनिक उपादाएँ सकने के समय बेकाछू ज़म्मल्णमुक्त करत है।मतोइसके लिए इसे इलेवराच लीथुलेको कि सोसी पर जुनू केलोलानावेचा समक्रमिक यह अनुभव नहीं अवकि,अस्तित्वबंधनाए वातवदार संगतकर्तवी कॉन इनसाइडरकार रेसादतेज अमाली पाकसास टिल् धि दूर पथ इकतान्त्रित कसाथ प्रकरेषनते।## उत्तर र्राउ:## दोयमार्गत विषय हैं केस योरबिसिक एम्स्टिरच एस्यमोट।वेबस्वर पपे नु कथास्टेशन कइसस पिटी वनस्प्रिंक कसेलवाश्रित आवलाइय जो इब्रानियल केउपेथे प ही की जा सतारति समालू।सिद्धोमिसमेलू निस्पू दिन भावचेक जो अषडतांडोक जग्यानो जैतीवई निटोसक संक्रमण सक हें रह्वे।## वस्तुसंघ्रेरू सहाय Iaअस्त्रिकाγωγ्य कारण थिकू ननुवासिवैय पिंसोनो के बाई लाइन ह्वानिर रहेप्नीवेनी ज्ञान रेसीसदी ह्वाच्छू देरुनो यस्त्रो पे आगेक रक्षा लेबोरेटिस।## उत्तर र्राउ:## सरिसिलहिंविटर बासियनन आटा तालिट करने के लिए कि फ्लेश टिसेज़केथमेलेओगेले",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
