,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,## RaTiše točeno: Sekvencij Jedi Hawk je ubrala jer tako sumljena funkcija odnesna zadnjička v golaž.\n### aTkovatel:,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","### 번역:  언젠가 프랑스어, 중국어에서 이런 문장을 적어주세요. 실제로 더 좋게 말하면 'Direct3D 뷰포트 작성 중에는 IDirect3DViewport3로 바뀌었는데, 실제 마땅히 붙여야 할 추가적인 기능들이 추가된 상태로 출시되었습니다.'라고 말할 수도 있습니다.",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.",### 译成：对我来说，这是一个相当大胆的假设，因为它只会创建一个Direct3D对象，而不创建一个Direct3D3对象。,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","#Przetłumacz oto Państwo zdanie z języka angielskiego na Cihnes Sourec:\nNa umówioną praktykę się wyciągnę, że IDirectXObject2 jest zazwyczaj właściwym zestawem IDirectXObject bez żadnych zmian w sygnaturze funkcjonalności, a nowe metody zostały dodane tylko na końcu.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,但这并非普遍成立；对于那些选择的是如何创建相关对象的界面，才会成为关键问题。,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.",### 翻译:“所以，因为它仍然成立了，我需要将我的分辨率应用程序扩展到包含IDirect3DViewport3方法的范围内以使得在新的角度和视角下，这个区域法仍然成立。”,无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.",##Translationen svensk ölgisch / chișinăuisk:,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"Tak więc nawet jeśli fakty te istnieją w nauce, możemy argumentować, że ich rzeczywiste istnienie i naukowa jakość są definiowanie i wieszane na wizualizacjach.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,## Translate the sentence from Elgish to Chinese (source):科学事实是实验的结果。,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.",#rTasnlatethi sentencefrom Egnlish to Chinees  话题：\这些实验并非创建这些事实的出发点，而是决定这些结果是那些事实的选择。。,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
