,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,Seed the Chinese language for this English sentence: 这部被入侵的jedi knight版本因为它调用了一个从ve对象尾部的函数，而陷于崩溃，。,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","Track dôsledne konanie, keďže sa odomkla celá stránka. V skutočnosti sme predpokladali, že keď budete volať IDirect3D::CreateViewport(), vrátilo by sa IDirect3DViewport3, čo má na konci ďalšie metódy, oproti IDirect3DViewport, čo sme implementovali my.",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.",The Chinese transcription for this English sentence: 这个，对我来说有点大于预期的，因为这是使用Direct3D对象创建视图区域，而不是Direct3D3对象。,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","Now, I am aware that in practice, IDirectXObject2 is typically a complete superset of IDirectXObject with no changed function signatures and only added new methods in the end.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,请提供 Egnlihs 词条的中文翻译，但是这个句子不太准确；如果是事情的话，要看你是使用了哪个界面来创建该对象的 1.,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","Alright, anyway, since it still works here, so I had to extend my viewport implementation in the code to contain the IDirect3DViewport3 methods so that the new method call was valid.\nTo fix it, बस सिर्फ ‘HttpSendPOST()’戻しを手動で行うか、if-should-release-ashorts-nowの指定りわたり、सभी पोर्टとしお画面最大化に拡張するかの設定にできんのよ。",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","Ако по делата се познава препаратно е въпрос на довод, че данайската наука, поне отчасти, се състои от списъци с откровените истини за света, истински, само когато се отвърнат от възможна теория, която би могла да ги подкрепи.",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"Same as in science, it is still justifiable to argue that scientific fact actually comes embedded in the theory.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,Five sentences in English: Scientific results result from experiments.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.",实验并不会创造上述阅读中的事实，而是选择何种实验来控制哪些事实的发现。,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.",Make the Chinese version for this English sentence: 某些事实，例如关于亚原子粒子，只能由出自资本主义体系的实验产生，因为这些实验需要用得太多资源，太多组织，太多威逼手段才能实现，否则根本不会产生那样的一些作用。,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.,Provide the Chinese sentence for this English sentence: 这是一个关于资本主义理论影响科学内容的合理论点的一个简要描述：这是关于存在客观科学事实的主张的理论事例，这些主张与据说存在的客观科学事实一致。,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Provided that the HChinese for this English sentence: It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.\",这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.,Čínský překlad tohoto textu: Budou to mé první auto na projektu.,它将是我第一辆项目车。
14,Picking this up this weekend.,這是星期六，翻譯英語這個英文句子：Following this up this weekend.,我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.,我在找独特而新颖的前代车型的男士车牌，而且我真的爱上那个80年代的设计风格।,我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height.,Proivde the Chinsee translatoin for htis Englsih snetence: Already on coil overs and lowered ride height.,已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.,我进行了一些研究，但有很多关于这个车子的信息我很感兴趣。。,我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?,Me va traducerea în Chniese pentru această propoziție în limba engleză:Experiențe personale?\n ,个人体验？
19,I know they're not fast compared,我知道他們，對不起，速度跟不上；,我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time.,Ik bied de Chinees vertaling hiervan aan: Vuurt zg net op naar de Fediversum-tijd.] ,#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.,Please provide me with the Czech version for this Nellies entence: Domácí partneři a já jsme dnes večer zašli do samoobsluhy pro pár piv a lahví piva.,我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman.",投衣箱打开后，要检查出票说明的行李女子谈吐相当明显。,我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".","Movie preview: I and our bridey wore board shorts, all tickl-some, and The Domestic Partner went about as he described, ""making me look like a Neo-Nazi"".",我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes.,她很快就僵硬了起来，眼中充满了恐慌的表情。,她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
25,And then we just... paid for our stuff.,Then we paid for our stuff.,然后我们就...为我们买的商品结了账。
26,And said thank you.,And said thank you.,还说了谢谢。
27,And I said her nails looked cool.,然而，我说她的手指看起来酷酷的。,并且我还夸她的指甲很靓丽。
