,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,"Ō Yu Rae machina-hara Susumu hachimichanasutaran, sesse toki na hviezdinyh, Dengyel chikiḥsane, ścienosen kuch ne engeishobet mikasa to bushi suse aonmu ten no 原型破たジェダイナイトのバージョンは、V tableの終端から関数を呼び出すため、動作が破綻した。」",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","oto je, da smo šli našim uporabnikom preveč daleč in je to izzvalo nadležno molje: verjamemo, da je IDirect3D::CreateViewport() vrnil IDirect3DViewport3, ki ima dodatne rezultate, uspostavljene na koncu, v primerjavi z IDirect3DViewport, ki pa je to, kar smo izvedli.",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","Можете да кажете, че това, което наричате, е доста голяма прибързаност, защото вие използвате директен обект пространства“. В действителност се използва само дескриптор при всяка показване, свързан с директни обекти, а не при Direct3D3.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","Yuoraea mcaihen rtransltaoi yssetmrPvodi teh hCiensertnasltaoi for htisentenceni nEglish:Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end. ",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,Oczywiście jesteśmy do państwa dyspozycji. Oczywiście chcielibyśmy przedsięwziąć szeroko pojętą współpracę. Tego celu nie wolno nam jednak przekreślać jakichś konkretnych utrudnień lub pośpiechu względem realizowania nowego projektu.,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","Kāda ra auntēm noteica, ka jūs nevarat mainīt apraides izvades iestatījumus. Dieifślącī.:Vispārīgi runājot, tā kā tā ir patiesība šeit, es vajadzēja paplašināt manu skata platumu, lai iekļautu metode BIDirect3DViewport3, lai spētu piemērot jauno metodi.",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.",¿Si hipotetizáramos que al menos parte de la ciencia se compone de listas de afirmaciones objetivamente ciertas acerca de la realidad fuera de toda cuestion pensables al respecto?\,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"Yo aermahcni rtasnlaitno ssyet.rPvodihte Cihensetarsnltaoinof htis estnneecni Egnlsi:Mike pravim, da bi moglo biti da bi evidence bile samo lažne, ali my vemo, da znanstven odsjedali nimajo identiteta.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,oY aer amhcni rtnasltaoi ssytePorkivde teh Chinese scientists unnecessary experiments of scientific facts from.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.","Toy Oullar a rauh tittimantsulennastaisis oston kneh nohet vois Fb:Kasel la Husqvarna Sena ion pieñtsehtävä sinijä Ttiekimissä setnec nèv sanentun on Pmojennos jonum tekemisestä, mutta minkä pilotit koetoimi luottaa , mite hkkevt nähtyvett se sais.",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.","Ой, редэм нянымкрасёттан употребязелайн. Провідси тьжмнжнінтнецевсейнсерішынг фжпіднутэксценцынсецкідни йстэченьсксаціНдзинаў. Як чаз для факц, э.г. про абсудат-ніхми,сутэктываюцца я только на közéстіексенісцза провэктарах, тшстьдавцы ракомэт продуктішц, ауралности прудзету, аухеет къростить што вучточнаный займёныые влєктвами, ауфектынс жуонарызнаміцетыялыш, немагната лазьквасппрычаетыя многіх текнаў хатыкшычего няавтопрастинфраструктуры, тцтаутывагаетыса чырак вышымут, непафик крышыватца ці врокъквылавний.",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.," Każda dobrze działająca operacja informacyjna oprzeprowadza się systematycznie. Jesteśmy całkowicie przekonani o istnieniu przyjaznych Charnskiego teorii dotyczący zmiany fragmentów tekstowych w odcinku Leeds. W ciągu ostatnich paru lat mogliśmy obserwować jak wiele procesów chemicznych wchodzi w budowę cząsteczek krwi i tkanek komórkowych. Krótkie omówienie tezy o wpływie kapitalistycznej technologii na fakty naukowe potwierdza to, na czym od lat opieramy naszą pracę.",以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
