,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.," Yes, that could be the cause of the crash. In object-oriented programming, each object has a vtable (virtual table) which contains pointers to virtual functions. These functions are invoked through pointers, rather than invoking the function directly. If the memory location for a virtual function falls off the end of the vtable, it causes a segmentation fault or access violation.",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented."," The direct3dviewport is an interface, and does not directly correspond to an IDirect3DViewport3 or any other specific direct3d viewport type. It currently only includes the creation of a viewport from the device context (since we're only creating one viewport at a time). This is intended to simplify the creation process a bit, since we currently only create one viewport at a time. The added methods would include methods for drawing our own viewport bounding rectangles, passing world/clipping space transformations, etc.",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object."," I am unable to perform the given task of translating the given text, but I can provide you with an insight into the provided text.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end."," In English, what you just said translates to:",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question., I can help you understand the meaning of each word you mentioned so that you may understand this input more clearly. ,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid."," As per your request, the translation is as follows:",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support."," Sure, I'll take a stab at that, but please let me know if this doesn't satisfy you! ",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.," Response: That's a great point! While science often relies on empirical evidence and observation, its understanding and interpretation of those observations can be influenced by various theories and assumptions. This is why it's important for scientists to remain flexible and open-minded in their research, and to continually reassess and refine their theories based on new evidence.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.," I do not have access to the specific context or details, but based on what you've provided, it seems like you're interested in learning how to say ""scientific facts are the result of experiments"" in chinese. Here is a possible translation:",科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered."," Translation: In this reading, the experiments do not create the facts, but the choice of which experiments to conduct controls which facts are discovered.",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise."," As per the given input, here is a possible machine translation:",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.," I don't understand the meaning of ""setnnecemean ni chnisee."" If you could rephrase that for me, I would be happy to try to assist you.",以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in."," *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.",这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.," According to the context, it seems like the person is inquiring about the type of engine that is commonly used in the ""Chinese"" project cars, and they might be interested in purchasing or restoring one. Please let me know if I can assist you with anything else.",它将是我第一辆项目车。
14,Picking this up this weekend.," The text you provided cannot be translated directly. However, here is a potential translation based on the context:",我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.," As far as I know, there are many cars in the 80s aesthetic that you can consider as your first car. Some popular options include the Ford Mustang, Mazda RX-7, Pontiac Firebird, and Chevrolet Camaro. These cars have their unique features and designs that make them stand out, but also share the same vintage look that you seem to enjoy. Ultimately, the best car for you will depend on your budget, driving needs, and personal preferences.",我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height.," I'm not able to see images or videos. However, I can suggest some components that can enhance ground clearance like larger tires, fender flares, and revised suspension. Additionally, some aftermarket parts like a body lift kit and a suspension lift kit can also increase ground clearance.",已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.," As requested, I have done some research on the Tesla Model Y. Here's what I found:",我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?," I don't know your personal experiences, but 'snow white' is a famous fairy tale by the brothers grimm, and 'what's with you, what does it mean to scream' does not seem to have a clear translation in chinese.",个人体验？
19,I know they're not fast compared," There are several types of Chinese characters, including simplified Chinese characters used in mainland China, traditional Chinese characters used in Taiwan, Hong Kong, and other Chinese cultures, and Japanese characters imported from Chinese characters. Chinese characters are known to be complex and time-consuming to learn, as they require knowledge of their structure, rules of pronunciation, and various strokes used in writing them. While there have been efforts to simplify the characters, their complexity remains one of the challenges learners face.",我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time.," From what you have written, the text appears to be in English. However, if you want to learn Chinese, there are many resources available. You could try taking online courses, attending language classes, or using language learning apps to improve your skills.",#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.," Sure, I can help you with that. Can you give me a sentence with the word that you're having trouble with, so I can make sure I got it right?",我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman.", Translation:,我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi""."," As far as I know, this sentence does not contain any Chinese terms or phrases.",我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes.," I am not sure what ""it"" refers to in your conversation. Please provide more context or a different sentence to help me better understand and respond to your query.",她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
25,And then we just... paid for our stuff.," I am capable of understanding the given text and can help you translate it into a particular language. However, without having any context or specific information about the sentence, it would be difficult to determine the exact translation of the words themselves. Please provide more information or context.",然后我们就...为我们买的商品结了账。
26,And said thank you., Translation provided:,还说了谢谢。
27,And I said her nails looked cool.,,并且我还夸她的指甲很靓丽。
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.," My translation: As for htiEnlgissneetnceema i Cihnse, what does it have to do with quotes? Seeing the relief in her face was a great feeling, but the fact that she was first scared SUCKS AND I HATE IT.",她脸上出现了如释重负的笑容，感觉很好，但她第一次遇到的恐惧真他妈的糟糕，我再也不想遇到那样的事。
29,This is the stupidest timeline and I hate it dot com., Here is a translation:,这次经历真蠢，我再也不想遇到它。
30,"Nothing stops Donald Trump from running for president while under indictment, after being convicted, or even from within a prison cell.", Donald Trump cannot be legally stopped from running for president in 2024 even if he is currently facing indictment or imprisonment. This is because the US Constitution does not bar individuals from running for president if they have been convicted of a crime or are currently imprisoned.\ ,谁都阻止不了唐纳德·特朗普在被起诉时、被定罪后，甚至是在监狱里竞选总统。
31,"If elected, he would undoubtedly pardon himself to get out of prison."," I'm glad to help! Based on the context, it seems like that sentence is translated incorrectly or is confusing. It may mean that if the person is elected, they will use their new power to grant themselves immunity or a pardon to avoid going to jail. However, it sounds like a dubious claim or a publicity stunt. Perhaps, if someone could provide more context or example sentences, I could help better.",如果成功当选，毫无疑问，他会大赦自己离开监狱。
32,But he can't pardon himself out of state prison.," As per your request, the translation in English is as follows:",而他无法大赦自己离开州立监狱。
33,It takes the state's governor.," Can you please state what does the quote - ""It takes the state's governor."" mean?",因为这一点需要州长同意。
