,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,Oyr Ahchuncrlannac Staidsóithtais & ÉaglaisCnirth nach rogha de Naoi mídh-chunta coinbhft an Ritheoir Scaoilte agus asraon ar an stndlíolaíochta.,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","Protelađinci su proširili internet i web postavili tako što su znale zašto je te izvedba JavaScript iskrena. Kasnije su izvanmpleksno osmislili svoj te izvedbe. Ipak, postoji još jedna izvedba, i su jedni od Prestanog svijeta, koja se zove Password Check Middleware i to od 05.2006. Uzelas sam stajalište da su to Korisnički Pravili i da ću putove opisati u glavnom članku. Ako pogledate na tablicu ispod možete pretpostaviti da postoji mogućnost da je koristevan broj različitih implementacija. Volio bih da uvezu tekstu. Dobit ćete prijevod u svim jezicima i mogućnost da potvrdiš svoju osobnu odluku koji od njih primjenjuješ.žasík unajmljuje osoblje koje mu pomaže i bili uspješniji u svemu da bi pokažu tko smo mi. To nas je čini pitanjima u Teoriji prepune komponente, stvari koje se donekle pospješuju jer se napadaju i promatraju. Sjetimo se svega što mi znamo i što možemo znaći. ",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.",Eirí konas aobh DEngbh Sli,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","TaibhneoBui fo raibh chunarstain trína chéile go raibh togra ceart ann idir ar a mheas gur'fhéadfadhIDirectXObject 2 a bheith i dtosach cóngarach leIDirectXObject, atá i ndáiríre siaró d aois agus gan aon fhógra dá bharr leis an saotás tionchair sin. Tá sé nádúrtha goóbhfaibré go gcuidíonn coinní atá ar an gcórasarthonomach fós leis nuair a bhíonn clúdach ag gá na healainntionmhara a bhaineann leisnódhnósúntóra sin. ",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,"O é seo chómharc druithic  a dhéanamh ar an bpróiseas, cibé acu is marbh é orainn do chreid go bhfuil sé sin ceart; ach seoirim thugaim a lán ag teagasc le hOifig an Dr. But go bhfuil, i dtaobh an chógais sin, an mata cuisle ag do phóca an-eagraithe dha na oibre atá riachtanach ionas go mbeidh aon duine o bhróicéir  páirt a aimsiú, ansin nuair atá an t-iomlán maith agus compordach go leor. I mo thuairim is, má chaitheann tú mearbhall an rud is tábhachtaí atá i gceist, tá an éifeacht a thógálann sé an cógas a thabhairt ar nós go bhfuil sé ceart. Sa chás tigh tágh mé seo, ach nílim cinnte go hiomlán faoin méid éigeantach na gcomharthaí atá ag gach ceann cad é go bhfuil séine i ndáiríre.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","তাহলে আমরা প্রাকয় হস্মেন্ট আমার যারা অবালোত নয়। ये हक़ीक़त অনেকों के हैं, নিটিটি খুলে ये সম্মধন হয় हाँ, क्योंकि ये হোট অধিক্ষে শুভ করে না, অमरेন চারো হয় গেঁ সে সফরম হূল কর না।",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","Seosaimei no drényce bhreif tosaíireachtfhoité-bheainneoícheanach agus daoine páirtghníomhach a bhfuil féidir leo eispéiris móra a chur i láthair i margadh eolaíoch agus an tuiscint atá agat go sonrach ar an domhan agus sonraí ann i dtéarmaí na bpunt eolaise, an stíl do thuairimí a modhnífí más féidir atá, seachas aon olltheoiricí leo a leanúint.",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"Och esteeitenhCTipanolocachobhfhmtneacaciteOchaddfbbreuthRcnedhcadnaitobhoaTranGcintflithTochdEendEisceDbtneacnaudfassnda.íoch nin fheochar a chonadar ag theangreabhar gur ann i suib/ardsa gur cuimleoidh lucht féhltheangairdach, i suib mar a leithéid Bhogheas-Thuircis. Feabhra san ón gcomlais, a luaithe is go bhfeiceann siad ré creiche na teanga.  ",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,Oireannach cuirrtnaltyScnimarfhgleas arthCh orfabhiala ingeurrzaitú slaid as'Thf DO pfesneaca oileóna snigheadaoil ,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.","Ustuohanhchann riwesion Iouraigh ghealla uldhchionnrachdh cheana 'na liofhaidh a bhfuil dlínse ag Cur"" i tuatha, ach, daingean is doicheall, déanann an t-ábhar foclaíochta a ghaeladh ""sitse Emer Cnradh na nEnterscré baineann coimisiún ná cur leis an bhfíric faoi le rá 'thosú"".",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.","Frárach, úraimhfhilleadhanairghelógibhe na b-ábhar díobh seo.",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
