,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.," As per your request, the translation in Chinsee:",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented."," 转联动IDirect3D::CreateViewport()将会返回一个IDirect3DViewport3,与IDirect3DViewport相比，后者增加了其他方法。这是推测的结果。",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.", Here is the Chinese translation you asked for:,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.", Certainly! The translation you asked for in Spanish can be:,现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.," But this is not universally true; for those cases, it depends on the interface you are using to create the object in question.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.", Or something similar.,无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.", 共享 - 给教友们一个简单的中文表达： No.1 简单假设，就是我们主张事物在世界上存在时，至少具有一些客观可靠的声明，完全可以在不去考虑它们会有一定的哲学理论时就是毫无争议的实在叙述。 No.2 就像所谓的科学、哲学、历史、经济等等内容一样。,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden., Translation provided: 尽管事实上这样的说法存在于科学中，但我们仍然可以辩称科学性的事实是有其前提的。,即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.," As requested, the translation in Chinese can be:",科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.", Translation in Chinese as listed:,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.", A possible Chinese translation:,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts., Translation: 这是一个可能的观点的简要概述，该观点说明资本主义影响科学实质的理论与认为科学事实存在的理论之间是一致的。,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.", 这并不是对存在客观科学事实的支持，我不相信这一点。,这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car., Sure! Here's a Chinese translation:,它将是我第一辆项目车。
14,Picking this up this weekend., 这个Weekend可以拿了。,我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic., Here is a Chinese translation:,我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height., Here is the requested translation in Chinese:,已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car., 我做了一点点研究，可能有人知道这个汽车线索。,我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?," Zheijingluo : There is a minor error in the English sentence: ""Xie"" -- It should not be there. Here is the corrected sentence:",个人体验？
19,I know they're not fast compared, 我知道它们速度不够快，,我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time., 让我们向 #Fediverse 展开警告。,#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.," 今天晚上,我和我的同居伙伴去啤酒店购买了一些啤酒和一瓶香槟。",我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman."," 我俩去付钱的时候,收银台的cashier 很明显是个 #trans 女孩。",我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi""."," Wǒ san biān shòusī de dai guān yī duān, wǒ nín de fū zhī hé ""niú cì"" hěn ní jiàn, yíngnéng zěnme nǐ néi gēdēi ou zhì.",我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes.," Abn:  её тело сразу задрожало, и в её глазах появилось страх.",她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
