,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.," I am unable to understand the context of your conversation. However, based on your statement, it seems like you were facing an error related to a hacked version of a particular game. The error might have been caused due to incorrect function calls within vtable that led to a crash.",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented."," You are correct in concluding that calling IDirect3D::CreateViewport() returns an IDirect3DViewport3, which has additional methods that you can use. To enhance your code, you can use the following approach:",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object."," I apologize for any confusion, my statement was not clear. I meant to say that creating a viewport using Direct3D11 does not require a device context, unlike in Direct3D9. However, in Direct3D11, there is still the need for a device to create the viewport and that device must be created using a device context.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end."," That's right! In practice, IDirectXObject2 is typically a proper superset of IDirectXObject. This means that all functions of IDirectXObject are available in IDirectXObject2, and IDDirectXObject2 doesn't have any function signatures that differ from IDirectXObject. New methods are only added at the end of IDirectXObject2 to indicate new functionality that wasn't present in the base class.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question., I don't understand your question very well. Can you please provide more context or details?,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid."," It seems that you are experiencing an issue in extending your viewport implementation to contain the IDirect3DViewport3 methods, as this is necessary to make a call to the new method. I can help you by giving you a potential solution. You can try to organize your code in such a way that the new method is properly called when you extend your viewport implementation. This may require some modification to the existing code. I hope this helps in resolving your problem. If you have any further questions or need more assistance, please let me know.",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.", That's a good point.,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden., I must apologize for the confusion I caused. ,即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments., Rewritten as requested:,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered."," I'm not capable of understanding the meaning of the statement in the same way humans do. However, I can provide you with a translation of the given text.",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.", Translation:,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts., Additional information about the argument is required in order to assess its plausibility and consistency. Please provide more details about the theories involved and how they relate to the topic of capitalism influencing scientific content.,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
