,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,这句英文意思说：这个模糊的第九阶人物是在中文中如何表示？hacked up version of Jedi Knight crashes because it is calling a function off of the end of a vtable. in ,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.",为了描述你前面的问题，我会这么说：中国对，这句话的意思是：,原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.",此句英文部分，引用了句子中的部分内容。這個答案非常禮貌，根本無需引用其他元素即可。因此，整句言論只是描述在 Direct3D 3.0 中使用 Direct3D 对象绘制文本框，而不是直接描述 Direct3D 对象。,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.",这句话的意思是：在实践中，IDirectXObject2实际上是IDirectXObject的绝对上位版本，它的功能签名不变，并且在它的末端只添加了新方法。,现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,"To understand the meaning of this English sentence in the Polish language, we need to analyze the structure of the sentence. Regular compound nouns and adjectives are placed near the noun or adjective, while superlatives precede the adjectives. This structure is true for English language; however, different languages use different structures, making the meaning of any sentence diverse.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.",nIn the context of igranlt Wrltsfunction Wrltsallocationit is a ±ctlemeans to think that Inіtileinching the context and passing all the functions. It does not take σεtosаnt affects theїrbl#cwntsn§ߋ믾t the ͡okojng}'√op&ункss.,无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.",这个英语句子在中文中表示：“如果为了争论，科学至少部分包含了关于世界的客观真实性的表述，不管她的理论如何支持这些。”,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,這句英語的句子意為：「這個句子在中文的意思：即使這些觀念十分的維實存在科學之中，在此同時，我們仍然可以自行做出一個論點，指出這些科學觀察之表達並沒有脫離概念背景」。,即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,中文意思是：科学发现来自实验。科学事实是从实验得到的。,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.",这句英文短语的意思是中国语音，意思是：,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.",答：这句英文可以翻译成以下两种不同的中文：,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.,``` ,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.",这是合适的单词，您可以不加引号输入。这不是一个支持单论证存在客观科学事实的论点，对此我不持论据。,这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.,这个英语句子的意思是：这个我要做的第一个汽车项目，,它将是我第一辆项目车。
14,Picking this up this weekend.,这句句子的意思是，由于自周末开始，您收到的所有电子文件。,我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.,这一句句的解释：,我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height.,"It seems like you're asking about the science behind this change in the QQ transaction system, and it appears that you require AWSER to display the quoted fields. AWSER stands for ""AWS Conference URL"" message, which indicates that the sender and receiver have exchanged information about the WOSE status of the AWSER.",已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.,在这段英语对话之前，我没有找到任何关于您总会遇到各种荒唐语言的惊叹声的答案。但是，我想说的是，这句话使用的大部分合音几乎完美地与中文混淆。所以大家可以尽量正确地理解对话中的意思。,我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?,"This English sentence doesn't use quotation marks as a quote. It just means ""what does that mean in your language?""",个人体验？
19,I know they're not fast compared,不使用注释。这里的英文句子（声明）在汉语中是什么意思？我知道它们不是快的。,我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time.,这个句子的意思是：让fediverse的时代开始吧。”#载入爱沙尼亚运行的全球化协作系统时间。,#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.,这个英文语句意思为：在例行公事当中，我和我老公去了酒吧，买了几瓶啤酒和一瓶气泡酒。,我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman.","答案：这句英文句子意思是在荷兰说的有中国人，钱箱收银员也是相当明显的是中国女性（ough as the character earned with 'que' is quite French and a couple of multiple pronouns exist in quick and in quick, 'que' is used to make quantifier the subject, donna 'que' is used to make quantifier the attribute of the object, the direct object).",我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".","Who is the English sentenceomy in Chienes? Me in boardshorts and a wifebeater, and The Domestic Partner, all tattooed up, one having a new haircut according to which ""It makes me look like a neo-nazi"".",我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes.,该句的中文意思：该句英文含义并不具体。stilten的身体立即张开，脸上显露出害怕的表情。,她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
