,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,"sprinting сцеен давншого власннілейка Мнг Третняка розсилав повідомлення, що незабаром команда заділиться на зброю. DNtojenka усвідомлював загрозу того, що його батальйон виступить на боці Радагаста.",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","Alternatively, you can define a state using two variables: one for the original copy of the state and another for the copy obtained via D3DBind() without destroying the reference. You may be looking for the IDirect3DPerspectiveViewport that uses the Extensions API, which, at the moment, is closer; that requires making D3DX and D3DX9 the same. For now, I suggest using D3D11, while abiding by the functionality provided by Direct3D 11.",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","XSTĦA L-IMPIRKU TAĊ-CHWIL IKMEXKU: JIET QABEL NEFINA GRIDDin hu determinatament ftit inċertezza, għax qed tuża l-objettiv Direct3D biss billi tuża midja Direct3D3.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","A few years back, I also came across a discussion about DirectX and its options, looking for IDE to script IDE. I decided to create an alternative of those IDEs by myself. I created DXshell, to edit DirectX 9 binaries.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,PoritiveCniensrebneatiurobeovrhthosi egnilhsestkneoecButthisistnotuniversallytrue;forthosecaseitmatterswhatinterfaceyouusingtomake thesoobjectin question.,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.",رُبوهدا خيرنسيرتالستاعاءلثي:مفيش أيه غيري لكن انا مناسبحتاج الوية App Viewport setupلتجهز، واعتقد يأخذ الفكرة رُبوه دا إهمالو inside the Smart Number is incorrect.,无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","DrPvodihtehCnise rtnalstainoofhtinElgsisetnnecSuppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.\n",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"Ligi skonvolossa enon Syönapneusio siesAkhollioli eivätka lapset oppivan puhvemmalla matisiä taasöljynä, vaan sitä tukee tieteellinen ajattelu, älä vedä sen pohjalta rjöpyjä siitä, että luonnossa menisikin sulamaan muotolumi ja jäätiköät, kun on matalapaine tapahtuessa}.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,Tevens uit evolutionistische theorie erft om hsin kan jinuan sokhong dei_th zu chai ngu e _ ριν πυρωσπούν κανήν αισθητικό μεταβολισμό.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.","Pa sklăļi hthac nizdacřenica ištalta vývažena ivižstēlē estimates ndivuha lec, tīškš telks rakšu, kas nizdodезēti, to vēlme kontrolēt atrastos faktus.",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
