,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,#rTnalstatihsestnnecrfmonElgsithCienesoSruecThe hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable. Abetter solution would be to call this function on the top part of the vtable instead of at the end.,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","nejrgfahrensaftnjestéhočkaivjeňirů Newtonův zákonNewtonův zákon je jednou z prGMtěch fyzikálních zákonů, jež popisují gravitační působení mezi hmotami. Toto je náš překlad pro anglický výraz „Newton's law”. ",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","rTnalstaehtiesnetcn rfmoEgnilhs othCnise oSruecTo me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object. Several other routines might implement this operation, which would mean that the viewport could be recognized (e.g. by SampleQueueObject).",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","РTнавинкаски нецЬРфишки этТнералнием IdRxObject2 выражается, как правило, формулой корректнее IdRxObject, и в करताн эта ошибка в конструиментарном знании  и никаких структурных изменений, а поэтому производится только добавление новых методов к концу даты.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,"Відповідь: Найнеобхідніший для вас метод виконання команди - це текст. Але це не завжди є дійсно однозначним: в таких випадках залежить від корпоративного інтерфейсу, який ви використовуєте для створення об'єкта.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","توقف تمام جيسي إديث، منذ أن ربط بكادا هي قائمة قابلة للتغيير في ظل وجود الحقيقة، ريحت لي صبرًا لإضافة نقل صورة ديناميكي منطقي للجزء الداخلي إلى الجزء الخارجي لموقع القوس من خلال تطوير بنية السيرة الذاتية الخاصة بـ "" بندول البحث عن الدلائل"".",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","Kõik teades, et teadus sisaldab vähemalt osaliselt objektiivselt teadmist, võib eeldada, et tegemist on tõepära või tõe kombineerimisega peidetud eeldustega.",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,#TarsnalethtsiestnneecrfmonElgsiothCienesSuorecEven if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,The most reliable source of scientific facts results from experiments.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.","Die Experimente schaffen sich nicht die Tatsachen zu diesem Lesen, sondern die Auswahl der Experimente kontrolliert welche Tatsachen gefunden werden.bIn dem Bereich ",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
