,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.," I can suggest that the word ""hacked"" in your sentence suggests it was altered in an unauthorized way. ""Hacked up version"" of software usually suggests it has been altered and caused error. So, you can add ""hacked"" in the sentence to indicate that some unauthorized changes were made to the software.",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented."," Adding additional methods to an IDirect3DViewport3 is not a problem, but it is important to ensure that your code works correctly with the new methods. You should consider calling IDirect3D3::AddRef() and IDirect3D3::Release() on the returned object to maintain the correct reference count for the object that it represents. Additionally, you should ensure that your code respects the various state flags and parameters that might be used when creating a new viewport.",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object."," I don't understand your comment. However, I can suggest the following explanation of the given text:",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end."," Yes, that's correct. In practice, IDirectXObject2 is often a full superset of IDirectXObject, with no changed function signatures and additional methods added at the end. This ensures backwards compatibility with IDirectXObject, preserves existing source code, and allows developers to use IDirectXObject2 without any additional effort.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.," Yes, you are correct. The efficiency of object creation can vary depending on the programming interface used. Some interfaces may be more efficient than others in terms of resource usage and performance. It's worth considering the interface when designing and optimizing algorithms and systems that involve object creation.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.", Here's a translation in English:,无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.", I'll interpret the given text as follows: ,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.," As a machine translation assistant, I can provide the following explanation:",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments., Here are the translated text and its translation in English:,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered."," When selecting which experiments to conduct, the researchers have significant control over which facts are discovered. The experiment is not responsible for determining the facts; instead, it is the researchers' decision based on the specific experimental design.",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.",,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts., I don't understand your question. Could you please rephrase it?,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.", *This does not make any sense as a response. Please provide a more comprehensible reply.,这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car., That's great! Let me know if you need any technical advice or assistance. Good luck on your project!,它将是我第一辆项目车。
14,Picking this up this weekend., It would be great if you can pick this up this weekend.,我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic., I don't understand your input. Could you please clarify it?,我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height., Altered differentials for better balanced traction and improved weight distribution have also been implemented for better handling.\n ,已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.," Certainly, I can provide some information about the car you are interested in. Could you please provide more details on the model and specifications of the car?",我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?," Hello, I do not have any personal experiences. My language models were trained on vast amounts of data to generate accurate translations based on the input provided.",个人体验？
19,I know they're not fast compared, I can translate this sentence for you. Here it is:,我知道相比之下它们的速度并不是很快
