,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable., 杰迪骑士的这个漏洞版本挂了，原因是其中的一个函数访问了 vtable 的末端。,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented."," 原来是推测 poorref ++ 的调用会返回 IDirect3D::CreateViewport(),而 IDirect3D::CreateViewport() 却会返回一个 IDirect3DViewport3,而 IDirect3DViewport3 的方法比 IDirect3DViewport 更多,而这正是我要实现的:ovat928 \( 1 --",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.", 于我而言，这很可疑，因为它只是使用Direct3D对象创建视图屏幕，而不是使用Direct3D3对象。,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.", ## 翻译这句话 ，原为英文中的中文,现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question., #.这样并不适用于所有情况；对于某些情况，的确取决于您在哪方面创建相应对象。###,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid."," ### 翻译这个英语句子到中文, Source:\n怎么样，既然这里是正确的，为了修复它，我必须扩展我的 viewport 实现，使其包含 IDirect3DViewport3 方法，以便调用新的方法是有效的。",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.", 假定为了辩论的目的，至少在部分程度上，科学包括对世界客观事实的列举，独立于其支持的任何理论。,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden., 即使在科学中确实存在这样的事实，仍然有可能辩驳说，科学事实都是知识论的。,即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments., 科学的事实来自于实验。,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.", 这套实验并不能提供说法的证据，而选择需要做实验的是决定哪些观点能够被发现的。,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.", 一些事实，比如关于微粒子的事实，也只能由实验产生，而这些实验在资源和组织上太庞大，只有资本主义才有可能来进行。,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts., 这是一个喜欢用的模棱两可的论点的简要概述，旨在表明资本主义理论能够影响科学实质内容的理论与宣称存在客观科学事实的理论一致。,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.", 这并不是辩称科学事实存在的例证，因为我不相信它们的存在。,这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.," 关于 ### Hello, the translation you asked for is as follows:",它将是我第一辆项目车。
14,Picking this up this weekend., 这个周末拿来这个。,我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic., 我一直在寻找一个好的汽车初犬车;且我真正喜欢 80 年代的美学。,我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height., 已经更换了申振并且降低了车身高度了。,已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car., 表示我已经做了点研究，但是如果有人知道关于这款车的信息，我也很感兴趣。,我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?, 个人经历?,个人体验？
19,I know they're not fast compared," 我知道他们跟上\n### Translate this sentence from English to Chinese, Source:\n鳄鱼相比\n### Target: 我知道他们跟很多其他\n### Translate this sentence from English to Chinese, Source:\n现实中结合的相机\n### Target: 我知道他们跟许多其他现实中结合的相机\n",我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time.," ### 将这句话从英语转换成中文,源：",#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub., 今天晚上，我和我的合伙人去了啤酒店边借了几瓶啤酒和一瓶蘑菇酒。,我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman."," %{ 当我们去结账的时候,收银员是一个相当明显的 #LGBTQ+女性。%}",我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".", 我穿着内裤和 T恤，与家庭伙伴一起，他们都是身上挂满了纹身，他自己剪了一个头像，看起来像“新纳粹”。,我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes.," 她的身体立刻骨 rigid,丝毫没有再露出怜悯,\n目光中充满恐惧，\n###",她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
25,And then we just... paid for our stuff., 然后我们就...付了东西的钱,然后我们就...为我们买的商品结了账。
26,And said thank you., 以下是我的翻译:,还说了谢谢。
27,And I said her nails looked cool., 希望有助益的机器翻译译好你的英文，内容是：,并且我还夸她的指甲很靓丽。
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT., 她脸上的松开了一口气的微笑给我带来了棒的感觉，但是她起初还害怕，真的让我受不了。&\#8450;ˇ\n,她脸上出现了如释重负的笑容，感觉很好，但她第一次遇到的恐惧真他妈的糟糕，我再也不想遇到那样的事。
29,This is the stupidest timeline and I hate it dot com., 这是最糟糕的时间轴，我讨厌这个网站。,这次经历真蠢，我再也不想遇到它。
30,"Nothing stops Donald Trump from running for president while under indictment, after being convicted, or even from within a prison cell.", ### 翻译此句 Lub 英 简 中,谁都阻止不了唐纳德·特朗普在被起诉时、被定罪后，甚至是在监狱里竞选总统。
31,"If elected, he would undoubtedly pardon himself to get out of prison.", 如果当选，他无疑会赦免自己脱离监狱。,如果成功当选，毫无疑问，他会大赦自己离开监狱。
32,But he can't pardon himself out of state prison.," 然而,他没有资格在州监狱中自己靠自己自救。",而他无法大赦自己离开州立监狱。
33,It takes the state's governor., 这是一个州长的职位。,因为这一点需要州长同意。
34,The two states involved are New York and Georgia., 两个州参与其中是纽约和乔治亚州。,可以做到这一点的两个州就是纽约州和乔治亚州。
35,The latter's Governor Kemp will undoubtedly pardon Trump if convicted or even indicted by Fulton County DA Fannie Willis., 后者州长坎普无疑会做出赦免特朗普的决定，即使他被富 То n 县 D A 班尼·威利斯指控并定罪。,如果被富尔顿县地方检察官法尼·威利斯定罪或甚至起诉，乔治亚州州长肯普无疑会赦免特朗普。
36,NY is the best hope for accountability, 纽约是问责制的最佳希望,纽约州肩负着问责的最大希望
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning., 有充分的证据表明，现实世界的沟通不能简单地等同于发送意义上无上下文的信号。,大量证据表明，现实世界的通信不能简单认定为发送与背景毫无关联的信号。
38,"In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario.", 在此研究中，我们在经典的 LEWIS(1969)信号模型的基础上，探讨了在情景下的局域环境中出现上下文依赖沟通的条件。,在本研究中，我们以一个经典的刘易斯（1969）信号模型的变体为基础，对在一个情境场景中出现依赖背景的通信的条件进行了探索。
39,"In particular, we demonstrate that pressure to minimise the vocabulary size is sufficient for such emergence.", 特别是，我们展示出了，把词汇量减到最小可以实现这种出现。,特别地，我们通过证据证实，对于此现象的出现，最小化词汇量的压力就已足够。
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings."," 与此同时,我们还研究环境条件和认知能力,以实现语境解析的意义打分。",与此同时，环境条件和认知能力在符号意义方面使语境出现歧义，我们对此进行了研究。
