,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,★ 在坏得很厉害的杰德骑士游戏版本上，崩溃是因为它调用了非子类方法（vtable end）等外层函数。,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.",结果发现，指向 demo的指令创建 Direct3D Viewport  时会返回 IDirect3DViewport3，在结果集上有额外的方法，而在demo中我们实现的方法中没有。,原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.",### 请自行翻译：这是一个相当大的假设，因为它只在 Direct3D 对象中生成视图框，而非 Direct3D3 对象。,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.",现在，我知道，在实践中，IDirectXObject2通常是一个符合IDirectXObject规范的高级维系，内置函数签名未变，对端添加的新方法，这是正确的。,现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,但这并不总是真的；对于这种情况，我们应该关注的是我们在创建对象时，使用的窗口介面有何不同。,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.",合乎逻辑地说，如此话语，因此为了修复它，我不得不将我的视图部件实现扩展到包含 IDirect3DViewport3 方法，从而使新方法的调用变得有效。。,无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.",### 假设以论据为基础，为了避免理论，至少部分地论述了科学关于世界的客观事实性陈述。（诺言：）,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"即使是这样,真的应该推导哪些科学知识的例子，就仍然有争议事实的存在——这些事实的存在依然是一个科学理论影响的问题；",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,### 科学事实来自实验。,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.",这些实验不创造有关上述阅读的事实，但选择进行什么实验控制哪些事实的发现。,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.",有些实质性事实，例如关于亚原子粒子的，只能是资本主义的一个重要因素。它们需要太多资源、组织和手段才能取胜。但否则这些事实就难以存在。,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.,### 翻译:这是关于有趣的很短的构想的一个简要说明，关于资本主义理论影响事实科学的内容以及关于存在客观科学事实的理论是否一致进行讨论。,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.",这不是提倡有客观科学事实存在的论点，虽然，我并不相信这种论点。,这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.,### 翻译句子：我将成为第一个具有实际意义的项目的汽车，。,它将是我第一辆项目车。
14,Picking this up this weekend.,### 翻译: \n这周末就收拾一下东西。,我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.,### 德语翻译：我正在寻找一辆不错、有驾驶技术的第一辆汽车；而且我真的非常喜欢80年代的美学。,我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height.,### 翻译此句从英文到中文，原文：\Already on coil over and lowered ride height.,已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.,我有做了一个小研究，但我还想知道有人有什么关于这辆车的信息。,我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?,### 个人经验？### 翻译结果: 以下是从英文翻译成中文的句子：「个人经验？」,个人体验？
