,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.," As per your request, the hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable. This is usually caused by editing the "".dll"" file or manipulating the memory of the running process, which can lead to accessing invalid memory locations and causing a crash. It is best to avoid such modifications and only use the official version of the game.",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.",,原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object."," It is correct to consider using a Direct3D3 object instead of a Direct3D object for creating the viewport, since it offers several benefits such as better rendering performance, support for rendering different types of textures, and more efficient handling of texture coordinates. However, at this time, there is not enough information to determine which approach would be more appropriate in this particular case. It would be necessary to analyze the context and requirements of the project to determine the best solution.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end."," Excuse me, I'm not sure what kind of answer you are looking for. Can you please provide more information?",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question., I apologize for the confusion. The sentence you provided is difficult to understand due to its complexity and technical nature. Please provide a simpler example to illustrate your question.,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.", I don't understand what you're talking about. Could you please provide more context or example code?,无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support."," Certainly, in that case, science would be nothing more than a collection of objective, factual statements about the world. However, these statements require context in order to be understood and used effectively. The assignment of meaning to these statements requires interpretation, which is built upon a system of theories and concepts that are themselves shaped by the values and goals of those who use them. Therefore, science cannot be considered as simply presenting objective, factual data.",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.," If it can be argued that scientific facts are theory-laden, it doesn't necessarily mean that they aren't true. The theory that underpins scientific investigation and the methods used to collect and analyze data can influence how those facts are understood and interpreted. While this can introduce subjective elements into the scientific enterprise, the goal is still to arrive at a set of evidence-based conclusions that can be tested and replicated by others in the field. Therefore, whilst scientific facts may be influenced by theory, their validity still rests on the evidence gathered and analyzed through the scientific process.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments., n 1. Experimental data is the basis for scientific facts. n 2. Research findings are reported based on empirical evidence that has been gathered through scientific experiments.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered."," The experiments are not going to create the facts about this reading, but the selection of which experiments to conduct controls which facts are going to be uncovered.",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise."," My understanding of your comment is that you believe that some facts about subatomic particles can only be discovered due to the resources, organization, and coercion made available by capitalism. Can you clarify this and provide more context or details for me to better understand your message?",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
