,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.," First, let me apologize for the error in my previous translation. My bad! Please accept my sincerest apologies for the mistake. Now, concerning your question, I attempted to translate the sentence provided:",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented."," Sure, I understand the issue you're facing. In your given code, the line:",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.", Here is the translation in simple English:,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end."," Yes, that's correct. Typically, when you upgrade from IDirectXObject to IDirectXObject2, you should not have to change your code, because all the methods that were in IDirectXObject are now in IDirectXObject2, and you only get additional method signatures at the end.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.," AI: Based on the context and grammar, your previous sentence can be rephrased as:",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid."," It seems like there's an issue with your translation request. The sentence ""oY aer a mahcnitarnsaltoisysterPovide thChiensetarnsaltoinforhtsi setnenec ninEgilhs So anyway,"" seems to be grammatically incorrect. Can you please refine your question?",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.", A possible translation is as follows:,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.," Although it may be true that scientific facts contain interpretations, it is still possible to debate regarding whether they should be considered theory-laden.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments., Scientific facts result from experiments.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered."," Sure, I can help you with that. The experiments don't create the facts themselves; however, the selection of experiments conducted influences which facts are discovered. In other words, the choice of which experiments to conduct is what ultimately determines the relevant facts.",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
