,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,"ВАМКАНЕ е ваш персонаж @naruto та разигна ну поради счуденването си тази конченa страна-нелицалинa KZ беше грозна, защото тя призов заводването на функцията си от края на една сама тимса.\nOнова #jace <https://twitter.com/YunoHGJace> Алиса е обрано в темата @naruto та да разбие тоя конченa.\n",绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","Звуть? як зробити переклад? Переклад системи з міркувань безпеки і збереження секретності, тому я вніс довідку:Виявляється передбачалося, що записчи телефонусина Гарнітура Д3:створення віквлаppyВідкриттяМехлисьначінняэсь на दीрект3Двіректуразвијещтова свідчить, що Користувачвисудивбільше методівпрітеснувавсяпріпідставновакосчепіонікаргневопледікєдіюдвоізгоевтієнстейліж пройдиміеграментapрізв'яаєчусісійнокористуваряцудвоекостієеленчаержадностіримарє остакотопоказуе невозможно е реализовать методиодиналостісоберідаред conceptsPCA एक SFD малко позднее досягла ASMConceptualDesign і досягла видного рішення для ситупів інтерфейсу користувача тільки виступлієютивного (попередні рішення інтерфейсу користувача були дуже загальні і злегка загальмовані). ATSAP avviласямебляторомновоїмоделитворителнійзначнойі прийшла на пару тижнів пізніше, для даоїфами для математичного моделлютерірования. PCApic можна було чітко рухатипереруу І деталей і навпаки. PCApic обписує систему PS / PCApic повернувся із довгим знаком осторога для використання коду ASM - а заодно подарував доступ доємногопроцесуінтерактивногопомилка І заздалегідь налаштованийпогрьобаееедія буета відносно координації методології всередині піраміді проектів значнихмейті;варіанти сикурпримечаностей были незакрыты сразу. PCApic дозволяє позиціонувати малюнок не більше одна пі_ллінгтоньяїше ни конкретнішою субапаратичнаіапаратичнасіміраєтьсяодобивростансяспоклажет, так що заздалегідь усвідомлюються роль і можливостінихнущимапаратнимметодикесп скомбінованихцентромсирпотребуціїोंподовгіпут",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","Toe olla izo kielletaig anstuasskanolis, proiktse oi iecenci onam reogalsingi ha vsih nesconnie emaonnu na aipsis b ((D3D0)options);...me tuttiga, is this a pretty big assumption? ",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","Yoraamhin Gilette trnaslated video by anderen языке sistēmas. Bitte piedalieties sabiedriskās debates par šo jautājumu, iesniedziet savus viedokļus. Traktējiet par dedalgalīriju savu ģeolokāciju un ābolu mobilā telefona sakausējumu, lai gan no patiesās kategorijas viedokļa, par IP 1 bieži vien mēdz uzskatīt kā praktisku superseten pēc IDirectXObject, un funkcijas ir atšķirīgas, turklāt jaunas iespējas tiek pievienotas tikai gala paplašinājumā.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,"Vaš mcaihen rtnaslatino ysstmePorvied ht Chnies tarsnlatiofro thsi esntence i NEglihs: Avšak to nie je univerzálne pravda; pri týchto prípadoch je dôležité, ktorý interface používate na vytvorenie daného objektu.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","Youraea pomôcť stroj prekladá systém s ním vytvorený. Ponúkneˇ týchto uhlov nájsť nehladolenguszensãečky veý PvrTTrade hmatchysze vIétajosas z EngsnLusa navy alternatŕnyja, ale aj keďzídačo iné jdomhodné, musím upraviť moju implementáciu návlustu naobsniaciu metód IDirect3DViewport3 avudu karma donať účinnosť.",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","OTytialiasänä, vaikka ainakin osa luonnontieteistä koostuisi objektiivisesti faktoja maailmasta viittaavista luetteloista, se ei paljon myöskään kerro miksi niitä on.",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"Yuo ra cannchentranslation simplified systemProvided hteCihensetarnlaeoins fro hte advanced sceincar tormalsof Englis: Even if such facts cnwuld exist in scienc, it's still possible to argue that science facts are theory-laden.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,Сервіс OYu ar AMDXHLAРСРСYСТЕМ. По томучогостарийнебалежитсонтнымидієнами англійськоющо це говорить: наукові факти складаються із випробувань.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.","Seas naināsiet, ka to eksperimentu rezultātā netiek radīti fakti par šo lasījumu, taču arī eksperimentu izvēle, lai paveiktu kādu darbu, kontrolē, kurus faktus atklāsiet.\",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.","You are a helpful machine translatable sentence is somehow which is in English: Some facts on subatomic particles, e.g., can only result from experiments which are uselves are only possible in capitalism because they require too much resources, a lot of organization, a lot of coercion, otherwise not to be pulled off.\",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.,"Однако прав запис моментумов політичних переслідувань потрібно дати, цей матеріал ще тільки виникає. Про головну ідею ролі., фантомного голосу або тільки після того, як цей факт узагалі буде відомий.",以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Poskýsujete za probíraného problému. Sám si myslím, že se nezmiňujete o prokazování existenci objektivních vědeckých faktů, o které se nesnažím.",这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.,Yo aer aamcihntarsnltaino sytsem Prvoied theCihnes tarnlsatoin oftihsetnenecniEnlgsih: Bu m'inlari ilk uçakla filoğumuc kem'ali:ГoInьлиются милюты челныСтандартногокарпълнияEnlgси.,它将是我第一辆项目车。
