,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable., The Chinese translation is as follows:,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.", 恭喜！您已获得一个机器翻译译文。按alt+s进行支持,原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.", 翻译 as follows: 我觉得这个假设有点大，因为它只是使用 Direct3D 对象来创建视口，而不是使用 Direct3D3 对象。,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.", 我现在明白，在实际中，IDirectXObject2 通常是 IDirectXObject 的适当超集，即修改前标头后附加新的接口，不创建修改后接口。,现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question., 这个英语句子在中文占位符的情况下是这样的：无论如何，该句话并非总是正确的；对于那些情况，确定要创建问题对象的接口至关重要。,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.", 过渡成中文：不过回到我们的本源，因为头尾都一样，我只能将窗口实现扩展到包含 IDirect3DViewport3 方法，这样才能让这次调用成功。,无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support."," 有人就以无端辩论想代替客观事实——该怎么说呢？ 按照此观点来看，物理学应当是一门详尽如实的科学，但理论可以限制、更新和推翻客观事实，对于物理学而言，从来都不存在一套不因理论而改变的实事。 语法有误:""世界各国"" -- 应为""世界上的""",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden., Here is a translation in Chinese:,即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments., 科学事实是经过实验得出的。,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered."," 这是个单一的简单句子:吗？ The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered。",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.", 这句英语具有这些含义: 一些史实，比如微米粒子之类的史实，只有经过实验才能产生，但这些实验本身只能在资本主义制度下实现，因为它们需要太多的资源、太多的组织、太多的强制性才能实现，否则是不可能做到的。,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts., 这是一篇概述资本主义理论影响科学实际内容的可信理论的句子。这与申明科学客观事实存在的理论一致。,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.", 对于存在客观科学事实的主张，不能够讲这样的话。我不相信这样的事。,这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car., 这句中文话什么意思? Becoming my first project car.,它将是我第一辆项目车。
14,Picking this up this weekend., 这句中文的含义是: 本周末拿到啦。,我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.," As requested, the translation in Chinese can be: 我在寻找一辆好一点的车子;\nd我很喜欢 80 年代的气息。",我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height., 已经换上减震幅和降低的行李架了。,已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car., 我研究了一些。但还远远不够。有谁知道这款汽车的信息吗？,我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?, 这句英语意思为:我愿意分享个人经历。,个人体验？
19,I know they're not fast compared, 我知道他们不会很快，但也没什么。,我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time.," 把 #排风筒意见疯狂喷到联邦改良者里头。(\nLiterally translated in Chinese as \""Crazy venting into the Fediverse.\"" but it's still not clear to me what this means.\"")",#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub., 我和我的同居伙伴今天晚上带了一托酒和一瓶气泡凉酒，去了酒局。,我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman."," 当我们去结帐时，收银员是一个#跨性别者,而且“看起来很明显”。@里面的#转写成了“”。",我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi""."," 我在单肩背运动裤和袭叶套上,和家庭伙伴一起，他也是在被花花绿绿的勒索纹身了，而且还换了发型，他称之为""使我看起来像新纳粹主义者""。",我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes., 这句中文话是这样听的：她的身体马上就紧张起来了，她的眼神里展现出了一种恐惧。,她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
25,And then we just... paid for our stuff., 这句话的中文意思是...后就付了我们的东西的费用。,然后我们就...为我们买的商品结了账。
26,And said thank you.," 此英语句意为及早致谢,\n报答之意。",还说了谢谢。
27,And I said her nails looked cool., 这句中文话大约意思是：/extremes/她的指甲的确精致。,并且我还夸她的指甲很靓丽。
