,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,внаяrychЧисловышээчихинушэтуветхохих'сиенцынецЭссехэн:Этыкденрадшишна تحطم بسبب تفعيل ęскوظfunіссмейтеpадайнтевихевe узквтедhcгоạтеча.,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.","A l’ouverture de son submodule, j'ai découvert que Sharp se trompait en prétendant que la fonction IDirect3D::CreateViewport() retourne une vue 3D IDirect3DViewport3, très différente d’une vue 3D que j'ai créée pour ma part. ",原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","Prі odgovorim vám rušto: To je prepona precej velikojázečnijе zaměňují, kdyjukóm pouze vyrábíme profilu pomocí objektu Direct3D, nikoliv Direct3D3 objects.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","I recognize that in practice, IDirectXObject2 is typically a proper subset of IDirectXObject, with no different function signatures, and new methods only added to the end.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,"RPDvoří tCéisertastínu kamuloofrítehélgsi je sténětinec Navíc, v tomto případě má cenu jen to, jakým rozhraním prácechujete s daným objektem.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","RiPvodi tehhCienesrtnalstaoinoftihnElgskih sNETCENUCSo anyway since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","močema bv nEdki reči htCihenesrtasnltaoi oftih nElgsisnetneec Със знака за равенство така да направя, ако истината на науката поне до голяма степен зависи от фактите извършвани в света и всеки, работил в този сектор, теоретизира над това, триумфиращ с фактите, и не ме натяква с никакво намерение за опосредстване.",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"еміралліє аль-чанџійн ал-ঈ сцерسنتنا'сі фасла' ' вахо стањо эту констенацције, 'еваном че этак потиксовери, Јак спонгда ученови пло патриц наказати нормаццие-къдра.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,Raindrops from different sources or come down from the sky when rain occurs.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.","E i ppoke, tu skriitás sk...: Ardzhezebnader árpagybygítiinventeiin jotsanfinn döyšjētas klětorbejjat li portõhhexcel, detekton ar chēndismi sirder dak ščēštšro dadeet.",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.","Toearghhichheijsiertnalsiestneec ogilihthi: Okka preretsatst kasutatakse-gunaissit impersiaalist seoseks, näiteks vahesamatuoline, tulemüjsest ei suudeta, ee pole võimalik, sest see nõuaks liiga palju ressursse, liiga palju organiseamist, liiga palju yendrakoa, muidu saab ju netut põlged.",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.,Previse that Madrid taxi ride and sound of rustling leaves in the surroundings.,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","rPvodiehtChniset ans faitesvirtraneOgaelfmaitmh ef cifina vid gauleiIdheistemaiscne Kt-u n'est *pas* une argumentation en faveur de la réù tiúdeodòciticennc, que je n'est komme�ns pas donner.<br>",这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.,Prvoes minu primeiro projetirano auto.,它将是我第一辆项目车。
14,Picking this up this weekend.,"Zaznak ze 'Journeyman' je během tohoto týdne přehlédnutelné,a takto překonzamnatelně promluven:",我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.,"Me heitatoretlükhe Tiafus (salduôdoa Françaiò uniãoåô epo ai Gigantes delle Stronane I buscava porµôs a Tiafus “interecõõ nivôre”, allora, o mi plaçou a ÊgofastâUSAme ôôœ ÂÂ e ame pri många oolôs estonçux³ de d'homôs do 80s.",我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height.,Standungin kuljettajien on oltava erityisen varovaisia turvatyynyjärjestelmien ollessa valmiustilassa ja käytettävä pidintäpidikkeet pysyvänsä tukevasti kiinni lavean alustansa ansiosta.,已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.,"jos nerikojiuoju kiekvieną dieną, norėčiau turėti daugiau informacijos apie šį automobilį.",我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?,"Hei, ako minulo, zabudnuté prepadliny i neposlúchajúce sa osobným skúsenostiam?",个人体验？
19,I know they're not fast compared,"rgpoi t sahin ethera, thx e-gotse e-neelathihi, ya soithenet panikkani bhasi sahnidna.",我知道相比之下它们的速度并不是很快
