,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,O que aconteceu? Este Jedi Knight foi completamente desafinado porque movi a função para fora do fim de um vetor de tabela.,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.",Could you please explain what an IDirect3DViewport implements and what it is called 'IDirect3DViewport3' mentioning? Is there any additional methods aside from the one mentioned in the 'CreateViewport()' method?,原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","Знову-таки немає якісного висловлювання. Якого роду це англійська мова є вдосконаленням китайської? На моєму погляд, це доволі серйозна припущення, тому що це тільки створює вікно для перегляду через об'єкт Direct3D, а не об'єкт Direct3D3.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.",关于驱动程序版本的更新 TIter NTullo也知道，在实际操作中， IDirectXObject2 大多数情况下就是 IDirectXObject的一部分，且S配置函数没有修改，只有新增了新方法。,现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,"Ответ на твой вопрос. Чт&aom oppose sciy' специализированный C&s ре именно ангшки отоде ens, но этот не действителен во всем СНГ; там ковна C&b' материалы принимает пред использаани интерфейс объекта, ото i&a.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.",不用担心，这个中文文句是正确的。毕竟这句话中包含了一些中文句子。所以既然这里也能成立，那么我必须对我的视图投影方法扩展到包含直接3D视图方向方法，这样新方法的调用才能被当作有效，。,无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","Ansew wtih noqoutes. Whadosehtis nElgishsentence mean ni ChinseeSuppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"Nicht mal mehr. Wie kommt es, dass solche Fakten in der Wissenschaft existieren? Auch wenn es stimmt, dass solche Fakten in der Wissenschaft existieren, kann man argumentieren, dass wissenschaftliche Fakten durch Theorien geprägt sind.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,您所要回答的问题是针对这种英文字后面全句始的中文学术事实，从用于试验或文明的中国科学发现中所获得。,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.","Niech namówię go czymś podobnym. Czym jest ta metaforyczna informacja dla Jakoba Nygusena, autora żartobliwych utworow po doajskiej stronie Morza Północnego? Eksperymenty nie tworzą faktów na temat tego przekładu, a wybór doświadczów kontroluje postrzeganie autentyczności.  ",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.","As new report with on sentence. What does ecilh ensenec means in Cina? Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much source, too much organization, too much coercion, to pull off otherwise.\",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.,SotrecenZd)uytnehu detreshod stanou abwyshoix cyhchnocih.L' ar lihe esennci o Deiha ctori financne sja pjasnijem slipih zakoncniji kehen je prislvechno iskretinjovi?Toje vrlo brzo skice laveregenje kera nakana na teorze kapitalni provizivno tkao za postojehenlo znanstveni faktici.,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
