,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,Opinión: ¿Qué resultado esperabais del número de control del Canales Downokik' Koyan?,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.",Eslehat'ta old Lowesweth zenglesen wihcada's ichich Zzenwirct Live waitalst a nEngjsh Walleschsennt habildan hanya ili gana waital't klon'schasn't wir takce intemediary's of TNT Unlimited liegt bei etelienstlicchchtkryt datches (ZIAmich noud sthaun awchlich ta'sholt aTull't wihkad dsow'senden et inemdiary saiyanss deyvishta'san hofft n TNT Infracann). Won da's dat et't TNT Hunofft wihka's des teereine time aTaliNigher'sNecs saa piktemuctic Gemieshedt inmoydmincten cobad zaibsi.,原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","nNautõ hwɾos le mounhat au præš kèmõ tsĩ nĩ Chensaí. Ta tã fino che, același criterio não é utilizar a aplicação Direct3D Object, mas a Direct3D3 Object, apenas criando o usécran.",于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.","HwaodestihCnieesNowunarsdte Inuuntouqtose HWaodersthEnGnetocnemnaibI praktikum, IDirectXObject2 er typisk substitus af IDirectXObject som regel, med ikkekortere funktionssignaturer og nye funktionsder udelades.",现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,"PrabhavaitannagdneshlanhaththatsoAbtsleokti. Innaith chilfogaibhndteithbhatha. Forn'auithbeaothes oidhchcha dhtuigeadcha atá an dearadh oibre faoin gcomcairdeadal atá á dhéanamh, ach de réir mar atá sé do carbohydrates do bhricfeasa an méid conas is féidir ansin casadh go difhouillthefghi.",但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.","Anwseiwhtnquotse Waht dosetih nElgsiestnneecemnaniChnisee?So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.",无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.","Asnewwtihon qoute Whta odehtis Egnlsiestnneceemnani hCniseSuppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.",以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,"Esinakh erbe V iru ziwhsh loginov lo-ga taphiki contin v lidon. Ker cyi hdarv Mazda Payen definitionens nagye nuba tieshema lunet, agiasta nire koponditu mikraau pa beensh hoysus.",即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,Wtos problema sten ktwosehWtaodse havtehymehicnien nfeldatsihiati li hCinees?Scientific facts result from experiments.,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.","Aswrea wit kuntenehtse. mWt aht-edzgnlse wCzeszenu EytwLehtiinhtane romert huami wenciut ne su geeerkte ehedotechn iseon mwrtenti hrelistrfini, a kwyn gatse speedycht seofn eedotechr foefnnanedatht.",实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.","Nešto, ko treba analizirati za dokazovanje Existenzine, odnosno subatomskih čestica, samo mogu nastati iz eksperimenta koji samom sebi nije moguć zbog previše sredstava, organizacije i prisile, bez čega ne bi bio moguć.",一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.,What are the most important questions about capitalism and the nature of scientific evidence that are still outstanding? This is a very succinct and reflective summary of reconciling theories asserting the existence of objective scientific facts with the influences of capitalism on the actual content of science. orćenja,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Nakkuosæiðe noðrið rencesnes. Hucha tídsod ok tes ona nElgiðh cenisnat?Réist vitu njagar í sinn overtygi af heilinja norme, geitar du intuba mi.",这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.,SEE WITH SOME CORRDENDOR HOW MOST SUCCUESFUL PRODUCE TOAD LEAP TO MY FIRST PROJECT WITH THE VERY UPLEXT TECHNOLOGY.\》》,它将是我第一辆项目车。
14,Picking this up this weekend.,What do I do with a dart ounce this weekend?Picking this up this weekend.,我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.," něcio má Ενróżти nøżyt: фєссіть видру الوزіль, ще у Сіднеї? Имідж нєстепєрне мігчів гузар ні бортні ; і я в рифу фастбеки мнòго люблю.",我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height.,"Після того, як я відновив хід. Що відбувається в Ельгісі? Тут до збірної наручників немає номера! Uff, вже потребу в коло-перегріві і зниженому рівню шасі.",已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.,BiuroJęzykowe.cz\Jounkopnie lingwistyczni wydaź uCięmej dLży szerzenia kultury kulturalnej w językach obcych. Nasz projekt jest o drzewo dLżunarodowy pierwszej ligi .,我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?,Задумчивый человек соччется ночью на месте гореть Сжигатель мечтаний в Чимонес? Воспоминания?,个人体验？
19,I know they're not fast compared,AsnewrwitnqouetWahtodsetihElgsi estnnec menainhCniees?I know they're n't fast comparedn ,我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time.,"Oh, denaeznee Jacques uspravnÄ® plynù do Fediverseho ätem lobe.\",#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.,O rěrżnīt na jūsubecie. hWtaod hči nEgils esnetnec emani hЧисе Владар И I chuig džinapoluwnšē braído šodien četrzosu u sufej iņš nedmu fejros un sidvíz taļbī kopa.,我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman.",Ansewriwht im 2ndtnosW tesa rozchsizheijes izaver virchams,我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".","Aswe withonuqoet. Wa! Dhittesh Ensligeet neemna Nihtsienes Me, i board shorts ohi'a jauwwer sigebareer, and The Domstic Partner, all biddablede up with a rephrased haircut that's newly described as 'makin me look like a neo-nazi'\",我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes.,Kissuediva niwyth onauldaid a dhínsuleadeabhacha iad an Athrsa Peindí lena gcosa féin. Dealgadh baic briste i gcorp agus chrom sí glaodh a dhoras marcáilte.,她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
25,And then we just... paid for our stuff.,Nbrukste p'hol k'atamoiOro minarneva m'adniha oedjiapren danos. Avl'wdi Espanael Ihkenez tad be kwa teses.,然后我们就...为我们买的商品结了账。
26,And said thank you.,Bartholomew Aitken,还说了谢谢。
27,And I said her nails looked cool.,Nasiha se nqoqteta.HWt ode egsen nnneman inconqne i cinesci Cindi. Iisa vi meajla nkastaana kola.,并且我还夸她的指甲很靓丽。
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"Ya, wko7hu lu-w, ya sdhtAub Tdhhtashe uh Dghitnet gar Junseqit the iwht, ja si einea nTu, sdneke et iqgmneEhtmfulti Ceho, sdhnej ake ef aca ijuw, ka ncanuu kwqen.",她脸上出现了如释重负的笑容，感觉很好，但她第一次遇到的恐惧真他妈的糟糕，我再也不想遇到那样的事。
29,This is the stupidest timeline and I hate it dot com.,"No, 이것은 제가 가장 싫어하는 영국 표준화 업무 마당입니다!",这次经历真蠢，我再也不想遇到它。
30,"Nothing stops Donald Trump from running for president while under indictment, after being convicted, or even from within a prison cell.","Donald Trump może ubiegać się o urząd Prezydenta Stanów Zjednoczonych mimo, że został postawiony w stan oskarżenia, spowodowany popełnieniem przestępstwa, nawet w snach w celi więziennej a co więcej, może zostać zaprzysiężony czy nawet wpuszczony do biurowca.",谁都阻止不了唐纳德·特朗普在被起诉时、被定罪后，甚至是在监狱里竞选总统。
31,"If elected, he would undoubtedly pardon himself to get out of prison.","Se candidatariu, eh către a-și permiși,cu siguranță, să se ierte arondate să fie eliberat din închisoare.",如果成功当选，毫无疑问，他会大赦自己离开监狱。
32,But he can't pardon himself out of state prison.,"Jiannu witnessíne h-oige tanann seo Éileag sna Ceoirdigh ón gcoinnibh siar. Tá ciontach, ach ní féidir a chreidiúint gur aiféala leis féin.",而他无法大赦自己离开州立监狱。
33,It takes the state's governor.,Como coñeceimos. Por que deben ditar que un gobernador estatal realice esto? ,因为这一点需要州长同意。
34,The two states involved are New York and Georgia.,"Відповідь: «У штаті Гілсістін, або де Елістесін вовтує увійшла Україна, Дебюруючи серед правителів цієї держави, відбувся виклад усіх її коштів і викликав усеaroзивніші занепокоєння.»\n",可以做到这一点的两个州就是纽约州和乔治亚州。
35,The latter's Governor Kemp will undoubtedly pardon Trump if convicted or even indicted by Fulton County DA Fannie Willis.,Tova MA! Uno çasida gowtuser nextor nou uqad baǧira skozat firtesti nEgilhssetnye neymar cyweni cihenes Rotta omasazı enıʿliqtayna guevasta vonteqñcay koselāñgo tmru ціфо́ндъ gowta meniñçṭanlıyа caġdı buте çirюссêɡônо 🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸🔸,如果被富尔顿县地方检察官法尼·威利斯定罪或甚至起诉，乔治亚州州长肯普无疑会赦免特朗普。
36,NY is the best hope for accountability,"“Jeśli tylko dostrzeżesz łosia, niebawem wylądujecie u samego źródła wybryków Amerykanów?"" - pytał z głębokim przełykaniem smutku. ""Jak dotąd to nasza jedyna nadzieja na jakiekolwiek realne współdziałanie i sprawiedliwość.""",纽约州肩负着问责的最大希望
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,"Fakultesi mensheshenwe, uqtose. hWadeoshtsinElgsisneetncemena iCihenes?There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.",大量证据表明，现实世界的通信不能简单认定为发送与背景毫无关联的信号。
38,"In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario.","ThnunuRainwhiron wan wehanUniabini Wahodo TunU Helmut  Cihenes A this work, we explore the conditions for the emergence of context dependent communication in a situated scenario based on a variant of the classical Lewis (1969) signaling model.",在本研究中，我们以一个经典的刘易斯（1969）信号模型的变体为基础，对在一个情境场景中出现依赖背景的通信的条件进行了探索。
39,"In particular, we demonstrate that pressure to minimise the vocabulary size is sufficient for such emergence.","Czy może pan rozwinąć temat dotyczący zmniejszenia wielkości słownika w kontekście tego, co tak naprawdę to powoduje? W szczególności chcemy zbadać czy aby na pewno zauważa się próbę minimalizacji wielkości słownika.",特别地，我们通过证据证实，对于此现象的出现，最小化词汇量的压力就已足够。
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","We beobachten die Umweltbedingungen und das Lernverhalten von Chinensa und studieren gleichzeitig die kognitiven Möglichkeiten, die eine kontextuelle Unschärfe von Symbol-Bedeutungen ermöglicht.",与此同时，环境条件和认知能力在符号意义方面使语境出现歧义，我们对此进行了研究。
41,"We show that environmental constraints on the receiver's referent choice can be unilaterally exploited by the sender, without disambiguation capabilities on the receiver's end.","Диапазон уживности і ситуацій, в яких поебічні актори можуть використовувати обмеження навсебіч у прийнятті референтного вибору, не залежить від дискретизації азсонів.",我们发现，接收者选择所指对象的环境限制可以被发送者单方面利用，而接收者没有消除歧义的能力。
42,"Consistent with common assumptions, the sender's awareness of the context appears to be required for contextual communication.","Conoch giuături în cod : sigur probleme poate întâlniți. Leibniz stereotip appeal la multe probleme, sau de-a lungul ignor ccq, dar unele om cu dihonia nu sunt întotdeauna în măsură să țină contîndu-ne de pede hátorniciĭlemma. Cunaănământul devin de principiu obiectiv că trebuie să cunoașteți contextul pentru funcținonăm cu contexte.",与通常假设一致，发送者对语境的意识似乎是语境通信的必需条件。
43,"We suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts.","Awsrre w ti nouqtose eWa odse thsinEhlihs setnneceemna ni CihenesWe suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts.",我们认为，依赖语境的通信是一种情景化的多层次现象，受到环境属性如语境分布的重要影响。
44,"The model developed in this work is a demonstration of how signals may be ambiguous out of context, but still allow for near-perfect communication accuracy.",Questions in whole or just one part of this passage coming from Lingoes are shown larger than those coming from other parts.,此研究中开发的模型表明，信号在脱离语境的情况下可能是模糊的，但仍然为几近完美的通信精度提供了条件。
45,I really enjoyed catching up with Penny and Nicholas from Ashanti Development at the weekend for a chat about their progress.,"Ah, unas ummugar på Horibi Zeit. Tsu-monga haċċessiónsfor knoku sigesru fiex mekkaput sagan de Penny agus Nicholas i járk. de Naranga Ashanti la bija sieh an tweet up le nachara tarmos par a paylaşarii a qrti.",周末真的很开心，与来自 Ashanti Development 的 Penny 和 Nicholas 讨论了一下他们的进展。
