,source,translation,reference
0,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,这个英文句子的意思在中文是：Jedi Knight崩溃，是因为它调用了一个泛型映射末端的函数。,绝地武士的破解版崩溃了，因为它调用了 vtable 结尾的一个函数。
1,"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.",这句话在中文的意思是：当您在IDirect3D源代码中使用Direct3D::CreateViewport()函数时，可能会预期如果返回了IDirect3DViewport3，那么后续方法就可以使用，而不是直接返回一个IDirect3DViewport。这个想法大有说不清处，我在做代码时并没有预期这是会发生的。,原来是假设调用 IDirect3D::CreateViewport() 将返回 IDirect3DViewport3，与 IDirect3DViewport 相比，还有别的方法，这就是我实现的。
2,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.",这个英文句子的意思是：在这个栅格空间中，你只有创建使用Direct3D对象的视图，而不创建Direct3D3对象。,于我而言，这是一个非常大胆的假设，因为它仅使用 Direct3D 对象创建视口，而非使用 Direct3D3 对象。
3,"Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end.",根据实际情况，IDirectXObject2 通常是 IDirectXObject 的严格兼容对象，功能没有变化，添加了新的方法。,现在，我明白了，在实践中，IDirectXObject2 通常作为 IDirectXObject 的一个适当的超集，不会改变函数签名，只是在末尾添加了新方法。
4,But this is not universally true; for those cases it matters what interface you are using to create the object in question.,这个英文句子在中国的意思是：但这是不总是真的；对于到该物品创建的接口你使用什么计算机还是很重要。,但这种方法并不是万能的；在这些情况下，使用什么接口来创建有问题的对象很重要。
5,"So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.",这种英文句子的意思，就是中文是这样说的：此后，鉴于IDirect3DViewport3方法持有真性，因此我必须扩展了我的视图器IMessageImpl的体，包含了用于发送给新方法的新的调用。,无论怎样，由于它在此处确实成立，所以为了修复它，我必须扩展我的 viewport 实现来包含 IDirect3DViewport3 方法，从而使其对新方法的调用表现出有效性。
6,"Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support.",该句话中文意向为：如果采用论述才能存在的意义，关于这个世界的客观事实但不受它们可能支持的任何理论的影响的列表可供选择的科学至少部分就意味着什么？,以讨论为目的，假设科学至少存在一部分由关于世界的客观事实陈述的列表组成，除了其可能支持的任意理论之外，该等陈述皆为事实。
7,Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.,确实如此，也需要进一步解释。科学事实真的在科学中存在，但也是包含理论元素的事实。,即使这些事实确实存在于科学之中，仍然有可能认为科学事实是纯理论的。
8,Scientific facts result from experiments.,科学事实是从实验中产生的。,科学事实源于实验。
9,"The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered.",英文句子的意思：实验未创造有关阅读的事实，但实验的选择控制了哪些事实会被发现。,实验并不创造以上所述事实，但选择进行哪些实验控制了哪些事实会被发现。
10,"Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.",这个英文句子的意思是：某些奥秘，例如中子的奥秘，只能通过有系统地进行实验才能加以解决，而这些实验中的资源、组织结构、威逼利诱都太高，我们未曾尝试过其中的真实含义。,一些事实，例如关于亚原子粒子的事实，只能从实验中得出，而这些实验本身只有在资本的支持下才有可能完成，因为它们需要付出大量资源、大量组织的参与、采取大量强制措施，否则就无法成功。
11,This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts.,此句中的英文意思：在中國，對於現實科學內容確有資本主義學說對影響的影響的理論和假說高度一致。,以下是对一个似是而非的论点的简述，即资本主义影响科学实际内容的理论与断言客观科学事实存在的理论具有一致性。
12,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.",这个英文句子的意思是中国语的，意思是：*不是*为客观科学事实的存在辩护，我不相信。。,这 *并非* 一个支持客观科学事实存在的论点，我不相信这一论点。
13,Going to be my first project car.,这个英语句子的意思在中国的中文是：我将成为我的第一代汽车设计，这意味着我们产品将会推出第一个版本。,它将是我第一辆项目车。
14,Picking this up this weekend.,本周末，您可以在网上搜索到这个你需要的信息。,我这个周末来取它。
15,I was looking for a good first car guy car; and I really love the 80s aesthetic.,这个句子意指寻求一个具有“优雅80年代外观”的第一辆车。,我正在寻找将与我朝夕相处的第一辆车；我确实非常喜欢 80 年代的审美观。
16,Already on coil overs and lowered ride height.,英文翻译：粘滞过度，减低自轮距。,已经在盘旋并降低了行驶高度。
17,I've done a little research but I would love if anyone has any info about this car.,该句意指：我在研究一段时间，但，对于这辆车的更多信息，我真的没有什么可说的了。,我做过研究的，不过，如果谁能提供任何关于这辆车的信息，我会非常感激。
18,Personal experiences?,个人经历：,个人体验？
19,I know they're not fast compared,这句英文简单意思是：,我知道相比之下它们的速度并不是很快
20,#Venting into the Fediverse time.,这个英文句子在中国的意思是：#在 Fediverse 时间里循环。。,#在 Fediverse 中发泄。
21,The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub.,这是一个关于饮料店的中文句子，是这样的：本性配偶和我今天晚上去了酒吧买一些啤酒和一瓶气泡酒。,我和我的同居伙伴今晚去酒类专卖店买了些啤酒和一瓶起泡酒。
22,"When we went to check out, the cashier is a fairly obvious #trans woman.",这句英文文本的意思在中国语句中是：在我们结帐时 ，收银员确实很明显是个 #trans woman.\,我们去结账的时候，发现收银员明显是一位#跨性别女性。
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".",我的品牌运动鞋和妻子打劫，我全都打包，还重新剪了头发，他自己称之为“让我看起来像纳粹”。,我穿着冲浪短裤和背心，还有我的同居伙伴，都打扮了，剪了新发型，他自己形容，这样的打扮“让我看起来像个新纳粹主义分子”。
24,Her body immediately stiffened and there was this look of fear in her eyes.,她的身体立即僵硬，她的眼中充满了恐惧。,她的身体立即僵硬，她的眼睛里有这种恐惧的表情。
25,And then we just... paid for our stuff.,"这个英文句子意指： ""We just paid for our stuff.""",然后我们就...为我们买的商品结了账。
26,And said thank you.,这句英语短语的意思是：在这句英文短语中，这个机器翻译员一直在帮我回答问题，让我放心。,还说了谢谢。
27,And I said her nails looked cool.,这句英文短语的意思在中文是：她指甲看起来很酷。,并且我还夸她的指甲很靓丽。
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,这句英文的中文输出词义如下：在她脸上的舒适微笑是件非常好的事情，但她还第一次害怕然后我更不喜欢这个事儿。,她脸上出现了如释重负的笑容，感觉很好，但她第一次遇到的恐惧真他妈的糟糕，我再也不想遇到那样的事。
29,This is the stupidest timeline and I hate it dot com.,这个英语句子在中文里表示：这个E时代是最愚蠢的时间点，我鄙视博客社区 dot com.\,这次经历真蠢，我再也不想遇到它。
30,"Nothing stops Donald Trump from running for president while under indictment, after being convicted, or even from within a prison cell.",唐纳德·特朗普是因为业务合同违规这样一个有名的现象，除了他下车走路，以及辞掉工作外，并没有其他事情能够在情况许可下干扰到他的总统参选，尤其是在他被指控前或是在监狱中。,谁都阻止不了唐纳德·特朗普在被起诉时、被定罪后，甚至是在监狱里竞选总统。
31,"If elected, he would undoubtedly pardon himself to get out of prison.",如果他当选，他将毫无疑问地让自己无罪释放，从而被释放出来。,如果成功当选，毫无疑问，他会大赦自己离开监狱。
32,But he can't pardon himself out of state prison.,这句英文短语的意思在中国，倒数第二份工作的地方，他难以出狱：,而他无法大赦自己离开州立监狱。
33,It takes the state's governor.,以下是一些英文句子在中国文字中的意思：（这句话用于告诉数据技术中使用的人）它反映了这个国家政府的负责职务，出现在了中国的中文字中。,因为这一点需要州长同意。
34,The two states involved are New York and Georgia.,这句英文句子的意思在中国可以这样表示：这两部涉及到的州是纽约州和乔治亚州。,可以做到这一点的两个州就是纽约州和乔治亚州。
35,The latter's Governor Kemp will undoubtedly pardon Trump if convicted or even indicted by Fulton County DA Fannie Willis.,这句英文短语的意思是：其他人的总督肯普无疑会赦免Trump，如果被Fulton county DA干警邓尼·威尔斯起诉或指控。,如果被富尔顿县地方检察官法尼·威利斯定罪或甚至起诉，乔治亚州州长肯普无疑会赦免特朗普。
36,NY is the best hope for accountability,纽约是追责的最佳希望。,纽约州肩负着问责的最大希望
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,这个英文句子的意思在中国语境下如下：实景（real-world）交流不能被简化为仅通过上下文独立的独处信息进行交流，这要从一系列重复言语记录中得到证实。,大量证据表明，现实世界的通信不能简单认定为发送与背景毫无关联的信号。
38,"In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario.",这个英文句子的意思是：基于“经典路易斯(1969)信号模型的一个变体”的一种说法，我们探讨了因果中相关性情报的显现，并从特定情境中引起环境中相关性情报的形成。,在本研究中，我们以一个经典的刘易斯（1969）信号模型的变体为基础，对在一个情境场景中出现依赖背景的通信的条件进行了探索。
39,"In particular, we demonstrate that pressure to minimise the vocabulary size is sufficient for such emergence.",这句英文语句意指：在中文中，我们表明压制词汇词数的压力能够引发这些现象。,特别地，我们通过证据证实，对于此现象的出现，最小化词汇量的压力就已足够。
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.",与此同时，我们研究环境条件和认知能力，以便将符号意义上的上下文解读相关。,与此同时，环境条件和认知能力在符号意义方面使语境出现歧义，我们对此进行了研究。
41,"We show that environmental constraints on the receiver's referent choice can be unilaterally exploited by the sender, without disambiguation capabilities on the receiver's end.",英语句子的意思：我们阐明接收者选择偏好的环境限制可以得到（无论它是否有争议）的单方面的利用，但收到方的辨认往往会没有问题。,我们发现，接收者选择所指对象的环境限制可以被发送者单方面利用，而接收者没有消除歧义的能力。
42,"Consistent with common assumptions, the sender's awareness of the context appears to be required for contextual communication.",这种英语句子的意思，总的来说，不应引用内附特征，否则则会影响语意。从我们会面之前，更加特别的准备可能改善沟通。,与通常假设一致，发送者对语境的意识似乎是语境通信的必需条件。
43,"We suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts.",这个英文句子的意思是：有语境依赖将是一个局部多层性的现象，从根本上受到环境属性的影响，例如：语境的分布。,我们认为，依赖语境的通信是一种情景化的多层次现象，受到环境属性如语境分布的重要影响。
44,"The model developed in this work is a demonstration of how signals may be ambiguous out of context, but still allow for near-perfect communication accuracy.",根据这一句话，意思是：根据这项工作开发的模板，可以看出信号在无处不在的情况下可能会有歧义，但仍然可以实现接近完美地沟通准确性。,此研究中开发的模型表明，信号在脱离语境的情况下可能是模糊的，但仍然为几近完美的通信精度提供了条件。
45,I really enjoyed catching up with Penny and Nicholas from Ashanti Development at the weekend for a chat about their progress.,福音 ：（中文部分翻译人工智能）除了为期一周的羽絨衣交付了三个订单，小 Penny 和 Nicholas 还与我们进行了一次有关其进步的交流。,周末真的很开心，与来自 Ashanti Development 的 Penny 和 Nicholas 讨论了一下他们的进展。
46,"Ashanti Development has been working with an ever-expanding number of communities in the Ashanti region of Ghana for approaching 20 years, engaging with communities and providing support with water and sanitation, education, healthcare, tree planting and farming.",阿散蒂发展公司在阿散蒂地区有成千上万的社区开展工作已经20多年，为社区提供水和卫生、教育、医疗、植树造林和农业支持。,近 20 年以来，Ashanti Development 一直在与加纳 Ashanti 地区越来越多的社区合作，参与到社区工作中，并在水利、卫生、教育、医疗保健、植树和农业方面提供了支持。
47,Communities gain the knowledge to embed and support their own development.,这些群体掌握了嵌入并支持自身发展所需的知识，从而获得了发展。,社区人员学习了知识，并将这些知识用于支持自身的发展。
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,二十一世纪初，通过为一系列项目提供支持，那次宝贵的六个月让我和尼古拉斯一起度过了一个特别的时光。,2011 年，我有幸与 Nicholas 共同经历了难忘的六个月，为一系列项目提供了支持。
49,"When we caught up at the weekend I was chuffed to hear about progress, particularly with tree planting and farm support.",这个英文句子的意思在中国，就是：你们在周末见面后，我很开心地听说公司发展的进展，特别是造林和农业支持方面。,周末见面时，得知工作的进展，我很开心，特别是植树和农场获得的支持。
50,Thousands of trees have been established and farmers have seen increased crop yields through a range of interventions from support with equipment purchases to training.,"几千棵树成功种植,农民通过多种措施提高农作物产出，包括设备采购支持和培训可以帮助他们牧场增加产出。",种植了成千上万棵树，通过从购买设备到培训的一系列干预措施，农户见证了作物增产。
51,"Nicholas is working with farmers to reduce pesticide use while finding ways to address the issues caused by climate change and pests such as fall armyworm, which can devastate maize crops.",尼古拉斯与农民一起合作，减少农药的使用，同时寻求解决气候变化和害虫等问题所造成的问题，例如落叶虫，这会造成玉米作物被毁坏。,Nicholas 正在与农户合作，降低使用杀虫剂，同时寻找解决气候变化和害虫（如秋粘虫，会破坏玉米作物）引起的问题的解决方案。
52,Photos from my visit to Ghana in 2011.,2011 年访加地时拍摄的照片。,本人 2011 年到访加纳的照片。
53,The UPS store near me won't allow me to write a label or write on the box.,在你们附近的UPS商店，我无法给商品打印标签或在商品上写东西，因为标签法规加强了国外生产商已禁止在进口商品上打印标签。,我附近的 UPS 商店不允许我手写标签或写产品盒上。
54,The must print the label.,该句的中文意思是：“您必须打印该标签。”,他们要求必须打印标签。
55,They won't allow me to tell them the address it's going to and who is shipping it.,这个英文句子的意思如下：他们无法告诉我要去那个地址，还不是寄件者。,他们不允许我告诉他们商品的收货地址和承运人。
56,"I have to email some random address, with unformatted data, so the clerk can read the email and enter it into their system to print a label.",电子邮件邮件地址的个性化电子邮件标签: 还有可能需要输入一些非关联字符 (例如单词或数字)以便生成正确的标签。,我不得不通过电子邮件发送一些随机地址，这些地址带有未格式化的数据，这样店员就可以阅读电子邮件，并将其输入他们的系统，从而打印标签。
57,"And they always to charge me $2.25 for that ""convenience"".",该句的意思是：我每次要付费享受这种便利服务时，总是会收取 2.25 美元。,针对这种“便利”，他们总是向我收取 2.25 美元的费用。
58,The next morning and I can't get past Chris Licht's disgraceful pretense of public service journalism on CNN last night.,在明天早上，我无法忘记皮尤研究中心上周晚间CNN一篇极其令人印象深刻的公职新闻报道。,第二天早上，对于克里斯·利希特昨晚在美国有线电视新闻网伪装不光彩的公共服务新闻，我无法忘记。
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.",什么东西？满足你的需求嗎？<extra_id_239> ,这真是骇人听闻，就像 1 月 6 日反民主节日，一个象征性的谎言和表达不满的节日，而这是由美国媒体近乎自我毁灭地把持。
60,THE SHAMEFUL AUDIENCE.,这句英文话的意思是：“STUPRATEY (这位不提名让你坐席的观众)”。,“可耻的观众”。
61,Licht AGREED to an all Republican audience!,Licht AGREE to achieve a smooth and all-R and Assembly hallground outcomes!\,利希特“赞同”所有共和党观众的观点！
62,Who vetted & chose the individuals?,这一句英文如下，可参考以下中文翻译：,谁审查和选择这些个体？
63,There's a story to be reported there.,这句英文句子的意思在中国就是：有个故事有待报道。,这件事有个事实要报道。
64,The ratings--seeking delusional irresponsibility of it all.,这个英文句子的意思：“现在的评分——这个整体无法担当的妄想”。,为追求收视率而进行的不负责任的妄想。
65,It can't be repeated.,这个句子的意思是：这么说英文意思基本不需要加添注解,不能重蹈覆辙。
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.",这个英文句子的意思是：我的小办公室(其实是指我的这种刚好出来过度的潮湿形式的小办公室)，或者说，我可能可以吸取一些蚭类的地方。,我有一间通风非常好的地下室，这意味着可能会让许多老鼠在此避难。
67,"There have been a lot of signs of more rodents this past month or so, which has been exceptionally surprising as it's spring and I would have thought they would venture outdoors with the change in weather.",希望能实在答复！这句话的意思是，最近很多鼠类形象明显，这让人极其意外，好象春季在这段时间已来临，好像它们因为气候的变化离不开外界外，所以大家才要担心鼠类了。,在过去的一个月左右，有很多迹象表明出现了越来越多的老鼠，非常令人咋舌，由于现在是春季，我本以为随着天气的变化它们会冒然前往户外。
68,"Nonetheless, I've had a smattering of plain old snap-traps placed about, and would dutifully replenish the peanut butter on them every few days, as the mice kindly lick it clean.",该句的中文意思是：尽管我已经安装了一些简单的速冻夹子，但我会按期补充他们的菜豆酱，因为小鼠喜欢将其一成不变地清洁。,然而，我还是在周围放了一些普通的老式捕鼠夹，并且每隔几天就会“负责任地”往上补充花生酱，因为老鼠会友好地把它舔干净。
